唯一标志,被引用次数,期刊等级,题名,doi,作者,作者单位,期刊,关键字,分类号,年,卷,期
syeklczz201419003,4,"ISTIC,PKU",复合凝乳酶胶囊治疗儿童功能性消化不良临床研究,10.3760/cma.j.issn.2095-428X.2014.19.003,梁翠萍[1];周少明[2];龙晓玲[3];张勇[4];龚四堂[1];,"[1]510120,广州市妇女儿童医疗中心消化科;[2]深圳市儿童医院消化科;[3]中山市博爱医院消化科;[4]东莞市妇幼保健院消化科;",中华实用儿科临床杂志,功能性消化不良;儿童;复合凝乳酶胶囊;非劣分析;,,2014,29,19
lcysyblxzz201502009,1,"ISTIC,PKU",Clusterin、CXCL13、Podoplanin(D2-40)、CD21与CD35对滤泡树突细胞肉瘤的诊断价值评价,10.13315/j.cnki.cjcep.2015.02.007,李剑[1];尹为华[1];余光银[1];左敏[2];王新根[3];江庆萍[4];,"[1]北京大学深圳医院病理科,深圳,518000;[2]广东省深圳市人民医院病理科,深圳,518000;[3]广东省深圳市第四人民医院病理科,深圳,518000;[4]广州医科大学附属第三医院病理科,广州,510000;",临床与实验病理学杂志,滤泡树突细胞肉瘤;Clusterin;CXCL13;D2-40;CD21;CD35;,R738.6,2015,,2
zgptwkzz201402003,6,"ISTIC,PKU",腹腔镜与开放手术治疗胆总管囊肿临床效果的Meta分析,10.7659/j.issn.1005-6947.2014.02.003,曾帅丹[1];刘磊[2];王斌[2];,"[1]遵义医学院珠海校区研究生部,广东珠海,519041;[2]广东省深圳市儿童医院普通外科,广东深圳,518026;",中国普通外科杂志,胆总管囊肿;腹腔镜;开腹手术;Meta分析;,R657.4,2014,23,2
gdyx201515052,3,"ISTIC,PKU",地佐辛对小儿丙泊酚-瑞芬太尼静脉全麻苏醒期躁动的影响,,马星钢[1];颜学滔[2];孟利刚[1];,[1]广东省深圳市儿童医院麻醉科 518000;[2]广东省深圳市宝安区妇幼保健院麻醉科 518000;,广东医学,地佐辛;全身麻醉;苏醒期;躁动;小儿;,,2015,36,15
zgxhzz2015z1348,0,"ISTIC,PKU",深圳社区老年居民踝臂指数的研究,10.3969/j.issn.1000-3614.2015.z1.348,贾楠;杨长贵;莫绮华;,,中国循环杂志,,,2015,,z1
zgxhzz2015z1350,0,"ISTIC,PKU",同侧逆向开通胫后动脉长段CTO的病例报告,10.3969/j.issn.1000-3614.2015.z1.350,贾楠;,,中国循环杂志,,,2015,,z1
zgxhzz2015z1351,0,"ISTIC,PKU",下肢多血管长段CTO分期介入治疗的病例报告,10.3969/j.issn.1000-3614.2015.z1.351,贾楠;,,中国循环杂志,,,2015,,z1
yycyzx201601025,5,"ISTIC,PKU",腹针结合运动疗法治疗颈型颈椎病临床观察,,张丽雯[1];张小燕[2];伍琦[1];,"[1]广东省深圳市福田区中医院神经内科,广东深圳,518034;[2]广东省深圳市福田区人民医院神经电生理室,广东深圳,518033;",中国医药导报,颈型颈椎病;腹针;运动疗法;,R274.9,2016,13,1
zgyf201526018,0,"ISTIC,PKU",HPLC法与微生物法测定人血浆中去甲万古霉素浓度的差异比较,10.6039/j.issn.1001-0408.2015.26.16,张开礼;李成;李玉珍;杨春智;,,中国药房,高效液相色谱法;微生物法;去甲万古霉素;血药浓度;,R969.1  R978.1,2015,,26
hsjxzz201416017,4,"ISTIC,PKU",根因分析法在预防药物不良反应中的应用,,秦尚够;李学娟;郭丽;张彬;刘书艳;杨雪柯;,,护士进修杂志,根因分析法;骨折;低分子右旋糖酐;不良反应;,R471,2014,29,16
hnsysjjbzz201612044,1,"ISTIC,PKU",早期康复治疗老年脑卒中偏瘫患者的效果观察,10.3969/j.issn.1673-5110.2016.12.044,李丽;,,中国实用神经疾病杂志,脑卒中;早期康复治疗;FM A;MBI;,R743.3,2016,19,12
sqyxzz201402003,3,"ISTIC,PKU",深圳市家庭医生签约服务对高血压患者生存质量影响的研究,,孙虹[1];翟芬芬[2];张郁玲[3];,"[1]深圳市福田区慢性病防治院益田社区健康服务中心,广东深圳,518000;[2]深圳市福田区慢性病防治院金地社区健康服务中心;[3]深圳市福田区慢性病防治院社管中心;",社区医学杂志,家庭医生;高血压;生活质量;,R544.1,2014,12,2
lcfkzz201606029,1,"ISTIC,PKU",复治肺结核合并糖尿病患者红细胞中GLUT1表达及意义,10.3969/j.issn.1009-6663.2016.06.029,陈洁[1];李强[2];赵蓉[1];宋平[1];张胜男[1];谢延[1];,"[1]深圳市福田区慢性病防治院, 广东 深圳,518048;[2]首都医科大学附属北京胸科医院, 北京,101149;",临床肺科杂志,肺结核;糖尿病;GLUT1;耐药;结核分枝杆菌;,,2016,21,6
gwyx-lcsw201513046,4,"ISTIC,PKU",血清降钙素原和C反应蛋白联合检测指导肺部疾病患者抗菌药物应用的临床意义,10.3969/j.issn.1673-4130.2015.13.046,罗明[1];王莉平[1];袁春梅[2];孙晓勉[1];王健[1];吴芝勋[1];蒋彦[1];陈红[1];,"[1]深圳市福田区妇幼保健院,广东深圳,518045;[2]深圳市盐田区人民医院,广东深圳,518081;",国际检验医学杂志,肺部疾病;降钙素原;C 反应蛋白;抗菌药物;,,2015,,13
scyxzz201413272,1,"ISTIC,PKU",社区家庭功能状况调查及相关因素的分析,10.13214/j.cnki.cjotadm.2014.13.272,周萍[1];杨堂河[2];梁倩雯[2];徐军妮[2];,[1]深圳市福田区人民医院，广东 深圳 518000 香港大学深圳医院;[2]深圳市福田区人民医院;,中国伤残医学,家庭功能;生存质量;家庭健康支持;相关因素;,R195,2014,,13
xbyx201409032,3,"ISTIC,PKU",家长口腔健康素养在学生牙病防治中的作用,10.3969/j.issn.1672-3511.2014.09.032,钟俊华;曾念彬;,,西部医学,口腔健康;龋齿;牙病;相关性研究;,R780.1,2014,26,9
yxmxmr-zx2014111032,0,"ISTIC,PKU",中西医保健护理在孕妇中运用对策,,彭柳媚;胡于俊;周子英;,,医学美学美容（中旬刊）,孕妇;保健护理;效果;,R722.12,2014,,11
zhebyhk201405011,4,"ISTIC,PKU",并发咽喉反流的睡眠呼吸暂停低通气综合征儿童临床治疗初步观察,10.3760/cma.j.issn.1673-0860.2014.05.006,陈姗;李兰;,,中华耳鼻咽喉头颈外科杂志,"睡眠呼吸暂停,阻塞性;咽喉反流;儿童;药物疗法;",,2014,,5
gwyx-lcsw201604056,1,"ISTIC,PKU",3种乙型肝炎表面抗原ELISA诊断试剂的比较和评价,10.3969/j.issn.1673-4130.2016.04.056,石建新;,,国际检验医学杂志,乙肝表面抗原;试剂;性能;,,2016,37,4
zhfsbx98201512005,2,"ISTIC,PKU",微小RNA-155/微小RNA-21对急性期川崎病Toll样受体4表达的影响,10.3760/cma.j.issn.1007-7480.2015.12.005,崔萍萍[1];李成荣[1];李秋[2];武宇辉[1];杨军[1];王国兵[1];,"[1]518026,深圳市儿童医院肾脏免疫科;[2]重庆医科大学附属儿童医院肾脏免疫科;",中华风湿病学杂志,黏膜皮肤淋巴结综合征;TLR4;炎症细胞因子;miR-155;miR-21;,,2015,19,12
zgyydk201401051,7,"ISTIC,PKU",右美托咪定在硬膜外自控镇痛中的应用,,彭粤;任从才;林茴;陈怡全;肖亮;,,中国医药导刊,右美托咪定;硬膜外;自控镇痛;,R614,2014,,1
zgwqxsjwkzz201407006,5,"ISTIC,PKU",3D-CISS序列在儿童脑积水术前诊断中的应用,10.11850/j.issn.1009-122X.2014.07.003,谭震;陈乾;朱凤军;臧冬东;刘健刚;王靖生;刘明刚;,,中国微侵袭神经外科杂志,脑积水;磁共振成像;三维稳态构成干扰序列;,R742.7,2014,,7
zgyszz201503041,2,"ISTIC,PKU",初诊老年高血压患者尿微量白蛋白肌酐比值与颈动脉粥样硬化的关系研究,10.3760/cma.j.issn.1008-1372.2015.03.036,蓝剑[1];谢延[1];秦川[2];潘莹[3];,"[1]深圳市福田区慢性病防治院内科, 深圳,518048;[2]深圳市福田区第二人民医院老年病科;[3]深圳市龙岗区人民医院心血管内科;",中国医师杂志,高血压/尿/病理生理学;白蛋白类;肌酸酐/尿;颈动脉疾病;动脉粥样硬化;,,2015,,3
sxhlzz201525028,5,"ISTIC,PKU",健康教育路径表的应用对华法林治疗病人抗凝知识知晓率的影响,10.3969/j.issn.1009-6493.2015.25.028,胡淑芬;游莉;尹一鸿;,,护理研究,健康教育路径表;华法林;抗凝知识;知晓率;,R473.5,2015,,25
jkr201412019,5,"ISTIC,PKU",不同类型新生儿败血症的临床特征分析,,孙鹏[1];刘磊[2];臧冬东[2];,"[1]遵义医学院珠海校区,珠海519041;深圳市儿童医院,深圳518026;[2]深圳市儿童医院,深圳,518026;",中国当代医药,早发型新生儿败血症;晚发型新生儿败血症;临床特征;病原菌;,R722.13+1,2014,21,12
gwyx-fybj201505074,3,"ISTIC,PKU",新生儿听力及耳聋基因联合筛查研究进展,10.3969/j.issn.1673-5293.2015.05.067,陆洋[1];孙晓勉[2];,"[1]湖南省衡阳市南华大学,湖南衡阳,421000;[2]深圳市福田区妇幼保健院儿保科,广东深圳,518000;",中国妇幼健康研究,新生儿;听力筛查;耳聋基因筛查研;研究进展;,R179,2015,,5
zjdxxb-yxb201603011,1,"ISTIC,PKU",血流动力学改变对动脉导管未闭早产儿脑白质损伤发生的影响,10.3785/j.issn.1008-9292.2016.05.10,陆俊秀[1];杨冰岩[1];陈敬国[2];徐焕丽[3];陈海燕[2];,"[1]南方医科大学附属中山市博爱医院新生儿科,广东中山,528400;[2]中山大学附属中山医院新生儿科,广东中山,528403;[3]深圳市儿童医院新生儿科,广东深圳,518000;",浙江大学学报（医学版）,"血流动力学;动脉导管未闭/病理生理学;磷酸丙酮酸水合酶/血液;神经元/酶学;白质软化病,脑室周围/病理学;脑损伤/病理学;婴儿,早产;",R4,2016,45,3
gdyx201401032,1,"ISTIC,PKU",CT和MRI联合应用在腹部神经节细胞瘤诊断中的价值,,梁韬;陈晓亮;吴菊芳;陈志军;,,广东医学,神经节细胞瘤;X线计算机体层摄影术;磁共振成像;,,2014,35,1
xdkf201505021,0,"ISTIC,PKU",角膜移植模型大鼠急性排斥期应用转化生长因子β1对肿瘤坏死因子α的影响,10.3969/j.issn.2095-4344.2015.05.021,王恒;陆晓和;左炜;,,中国组织工程研究,实验动物;移植;角膜移植;排斥反应;转化生长因子β1;肿瘤坏死因子α;,R318,2015,,5
zgddekzz201412006,4,"ISTIC,PKU",CD4+CXCR5+Tfh细胞比例及其调控因素变化对哮喘患儿的影响,10.7499/j.issn.1008-8830.2014.12.006,崔亚杰[1];陈国洪[1];王俊玲[1];马琳[1];郭晓玲[1];廖建湘[2];李成荣[2];王国兵[2];,"[1]郑州市儿童医院呼吸内科,河南 郑州,450003;[2]深圳市儿童医院儿科研究所,广东 深圳,518026;",中国当代儿科杂志,滤泡样辅助性T细胞;BCL-6;BLIMP-1;白介素;哮喘;儿童;,,2014,,12
xdlchl201403019,6,"ISTIC,PKU",安抚奶嘴联合抚触缓解新生儿静脉穿刺疼痛的效果观察,10.3969/j.issn.1671-8283.2014.03.16,邱岸花;张海燕;刘慧娟;邓雪萍;,,现代临床护理,新生儿;奶嘴;抚触;疼痛;,R473.72,2014,,3
zgyxyxxzz201604003,1,"ISTIC,PKU",扩散张量成像各向异性分数在足月新生儿缺氧缺血性脑病中的应用,10.3969/j.issn.1005-5185.2016.04.003,向葵[1];干芸根[1];王宏伟[1];杜牧[2];,[1]深圳市儿童医院放射科 广东深圳 518038;[2]深圳市妇幼保健院 广东深圳 518028;,中国医学影像学杂志,"缺氧缺血,脑;磁共振成像;扩散张量成像;各向异性分数;婴儿,新生;足月分娩;",R722.1  R445.2,2016,24,4
zwkjzlml-yyws201404025,1,"ISTIC,PKU",社区家庭健康评估及系统化管理对社区家庭功能的影响,,周萍[1];杨堂河[2];梁倩雯[2];徐军妮[2];,"[1]深圳市福田区人民医院全科,广东深圳,518000;香港大学深圳医院全科,广东深圳,518000;[2]深圳市福田区人民医院全科,广东深圳,518000;",中国现代医生,社区家庭健康评估;系统化管理;干预;社区家庭功能;,R197.1,2014,52,4
zhxxxgwk201603003,1,"ISTIC,PKU",功能性单心室合并完全肺静脉异位引流的外科治疗,10.3760/cma.j.issn.1001-4497.2016.03.003,岑坚正[1];庄建[1];陈寄梅[1];丁以群[2];许刚[1];温树生[1];刘晓冰[1];李冠华[1];,"[1]广东省心血管病研究所 广东省人民医院心外科 广东省华南结构性心脏病重点实验室, 广州,510100;[2]518026,深圳市儿童医院心外科;",中华胸心血管外科杂志,"心脏缺损,先天性;完全性肺静脉异位引流;功能性单心室;心脏外科;",,2016,32,3
zgmxbyfykz201402028,2,"ISTIC,PKU",高血压社区分级防治管理模式的实践效果评价,,蓝剑;吴锦霞;张雪姣;,,中国慢性病预防与控制,高血压;分级管理;社区;,R544.1,2014,22,2
syeklczz201507011,2,"ISTIC,PKU",免疫性血小板减少症患儿调节性T淋巴细胞白细胞相关免疫球蛋白样受体表达的意义,10.3760/cma.j.issn.2095-428X.2015.07.011,王钢强[1];李长钢[2];王国兵[2];黄美玲[1];,"[1]遵义医学院珠海校区研究生部, 珠海,519090;[2]深圳市儿童医院血液科;",中华实用儿科临床杂志,免疫性血小板减少症;调节性T淋巴细胞;白细胞相关免疫球蛋白样受体;儿童;免疫失调;,,2015,30,7
xrwk201612004,0,"ISTIC,PKU",Graf Ⅱ型发育性髋关节脱位409例不同干预后转归的回顾性多中心研究,10.3760/cma.j.issn.0253-3006.2016.12.004,黄济煌[1];孙客[2];唐盛平[2];徐宏文[3];梅海波[4];康晓鹏[5];沈先涛[6];李明[7];蒋飞[8];,"[1]遵义医学院珠海校区;[2]518038,深圳市儿童医院骨一科;[3]广州市妇女儿童医疗中心骨科;[4]湖南省儿童医院骨科;[5]昆明市儿童医院骨科;[6]武汉市妇女儿童医疗保健中心骨科;[7]重庆医科大学附属儿童医院骨科;[8]大连医科大学附属大连市儿童医院小儿骨科;",中华小儿外科杂志,髋关节脱位;治疗结果;对比研究;,,2016,37,12
xrwk201612003,0,"ISTIC,PKU",18个月到3岁发育性髋关节脱位患儿初次开放复位股骨截骨与不截骨近期疗效的比较研究,10.3760/cma.j.issn.0253-3006.2016.12.003,何金鹏[1];梅海波[2];徐宏文[3];郭跃明[4];唐盛平[5];蒋飞[6];陈顺有[7];李进[8];邵景范[1];,"[1]华中科技大学同济医学院附属同济医院小儿外科, 武汉,430030;[2]湖南省儿童医院骨科;[3]广州市妇女儿童医疗中心骨科;[4]佛山市中医院小儿骨科;[5]深圳市儿童医院骨一科;[6]大连医科大学附属大连市儿童医院骨科;[7]厦门大学附属福州第二医院儿童骨科;[8]华中科技大学同济医学院附属协和医院骨科;",中华小儿外科杂志,髋关节脱位;截骨术;股骨;,,2016,37,12
xrwk201612002,0,"ISTIC,PKU",发育性髋关节脱位闭合复位术后残留髋臼发育不良手术指证及时机的回顾性多中心研究,10.3760/cma.j.issn.0253-3006.2016.12.002,徐宏文[1];梅海波[2];郭跃明[3];唐盛平[4];沈先涛[5];邵景范[6];李进[7];李敬春[1];,"[1]510623,广州市妇女儿童医疗中心骨科;[2]湖南省儿童医院骨科;[3]佛山市中医院小儿骨科;[4]深圳市儿童医院骨一科;[5]武汉市妇女儿童医疗保健中心骨科;[6]华中科技大学同济医学院附属同济医院小儿外科;[7]华中科技大学同济医学院附属协和医院骨科;",中华小儿外科杂志,髋关节脱位;闭合复位术;髋臼发育不良;,,2016,37,12
xrwk201612010,0,"ISTIC,PKU",主动分期尿道下裂修复术的临床研究及近期尿动力学评估,10.3760/cma.j.issn.0253-3006.2016.12.010,徐万华;赵为广;尹鉴淳;杨志林;谢谨谨;,,中华小儿外科杂志,尿道下裂;尿道成形术;并发症;尿流率;,,2016,37,12
zhwswxhmyx201503018,2,"ISTIC,PKU",生酮饮食对难治性癫痫患儿 Th 细胞亚群的影响,10.3760/cma.j.issn.0254-5101.2015.03.014,崔萍萍[1];李成荣[1];李秋[2];廖建湘[1];王国兵[1];林素芳[1];陈黎[1];,"[1]518026,重庆医科大学附属深圳市儿童医院;[2]400016,重庆医科大学附属儿童医院;",中华微生物学和免疫学杂志,生酮饮食;难治性癫痫;Th细胞亚群;过氧化物酶增殖物激活受体γ;氧化应激;,,2015,,3
zgcsyxzz201601033,1,"ISTIC,PKU",儿童睾丸下降不全合并睾丸扭转的超声诊断,,黄兵旋;夏焙;林洲;刘磊;,,中国超声医学杂志,睾丸下降不全;睾丸扭转;儿童;超声;,,2016,32,1
zgmxbyfykz201507004,0,"ISTIC,PKU",深圳市福田区慢性病高风险人群血脂水平及其影响因素分析,10.16386/j.cjpccd.issn.1004-6194.2015.07.004,倪文庆[1];张雪姣[2];白雅敏[3];袁雪丽[1];杨应周[1];刘小立[1];徐健[1];,"[1]深圳市慢性病防治中心健康与慢病管理科,广东省深圳,518020;[2]深圳市福田区慢性病防治院;[3]中国疾病预防控制中心慢性非传染性疾病预防控制中心;",中国慢性病预防与控制,慢性非传染性疾病;高风险人群;血脂;影响因素;,R181.3,2015,23,7
zhek201411018,1,"ISTIC,PKU",重症手足口病合并急性坏死性肠炎一例,10.3760/cma.j.issn.0578-1310.2014.11.018,魏雪梅[1];何颜霞[2];邓继岿[1];杨卫国[2];,"[1]518026,深圳市儿童医院感染科;[2]518026,深圳市儿童医院PICU;",中华儿科杂志,@@;,,2014,52,11
zgyy201516031,4,"ISTIC,PKU",莫西沙星与阿莫西林治疗幽门螺杆菌相关性胃溃疡的疗效对比,,罗雪香;徐玉红;何剑琴;何英;冯风明;郭华;,,中国药业,幽门螺杆菌;胃溃疡;莫西沙星;阿莫西林;,R969.4  R978.1,2015,,16
zgyxyxxzz201611003,0,"ISTIC,PKU",扩散张量成像在儿童痉挛性双瘫中的应用价值,10.3969/j.issn.1005-5185.2016.11.003,叶文宏[1];张黎[1];干芸根[2];孙龙伟[2];何玲[1];,"[1]重庆医科大学附属儿童医院放射科,儿童发育疾病研究教育部重点实验室,儿童发育重大疾病国家国际科技合作基地,儿科学重庆市重点实验室 重庆400014;[2]深圳市儿童医院放射科 广东深圳518038;",中国医学影像学杂志,脑性瘫痪;磁共振成像;扩散张量成像;儿童;,R445.2  R742.3,2016,24,11
lcysyblxzz201611032,0,"ISTIC,PKU",手动组织芯片仪在髓母细胞瘤中的应用,10.13315/j.cnki.cjcep.2016.11.032,徐金永;江贤萍;缪秋玲;刘薇薇;宋建明;,,临床与实验病理学杂志,手动组织芯片仪;髓母细胞瘤;,R331,2016,32,11
gdyx201621008,0,"ISTIC,PKU",双歧杆菌对坏死性小肠结肠炎新生大鼠肠上皮γδT淋巴细胞的影响,10.3969/j.issn.1001-9448.2016.21.008,冯帼[1];何柳芳[2];刘素丽[1];陈耀勇[3];崔伟伦[1];,[1]广东省广州市番禺区中心医院儿科 511400;[2]广东省深圳市儿童医院新生儿科 518026;[3]广州医科大学附属第三医院院办 广州510150;,广东医学,双歧杆菌;新生大鼠;γδT淋巴细胞;坏死性小肠结肠炎;,,2016,37,21
zgmxbyfykz201507003,0,"ISTIC,PKU",深圳市福田区慢性病高风险人群流行现况分析,10.16386/j.cjpccd.issn.1004-6194.2015.07.003,袁雪丽[1];张雪姣[2];白雅敏[3];倪文庆[1];杨应周[1];刘小立[1];徐健[1];,"[1]深圳市慢性病防治中心健康与慢病管理科,广东省深圳,518020;[2]深圳市福田区慢性病防治院;[3]中国疾病预防控制中心慢性非传染性疾病预防控制中心;",中国慢性病预防与控制,慢性病;高风险人群;现况分析;,R181.3,2015,23,7
gdyx201620025,0,"ISTIC,PKU",麻醉伤害趋势指数与状态熵指数对小儿腹腔镜手术中有创刺激敏感性的比较,10.3969/j.issn.1001-9448.2016.20.025,马星钢;孟利刚;周纳武;,,广东医学,腹腔镜;麻醉深度;麻醉伤害趋势指数;状态熵指数;,,2016,37,20
zgqkyx201409011,3,"ISTIC,PKU",分泌性中耳炎患儿手术治疗前后炎性细胞因子的变化及其临床意义,10.3969/j.issn.1007-9572.2014.09.011,马翔宇;,,中国全科医学,"中耳炎,伴渗出液;细胞因子类;鼓膜切开置管术;儿童;",R764.21,2014,17,9
zgyyyypjyfx201503044,1,"ISTIC,PKU",466例药品不良反应报告分析,10.14009/j.issn.1672-2124.2015.03.044,罗晓云;孙子辉;杜明权;,,中国医院用药评价与分析,药品不良反应;静脉给药;合理用药;,R969.3,2015,15,3
syeklczz201502017,2,"ISTIC,PKU",生酮饮食治疗对难治性癫(痫)患儿滤泡辅助性T淋巴细胞的影响,10.3760/cma.j.issn.2095-428X.2015.02.017,周厚福;李成荣;廖建湘;王国兵;林素芳;陈黎;,,中华实用儿科临床杂志,生酮饮食;过氧化物酶体增殖物激活受体γ;滤泡辅助性T淋巴细胞;白细胞介素-21;B淋巴细胞淋巴瘤6;B淋巴细胞诱导的成熟蛋白-1;,,2015,30,2
zgwscy201422064,0,"ISTIC,PKU",社区干预-治未病模式预防脑卒中的研究,,张彩娟[1];余贺杲[1];马亮[2];,"[1]深圳市福田区人民医院社康办,广东深圳,518029;[2]深圳市福田区人民医院口岸社康办,广东深圳,518000;",中国卫生产业,脑卒中;治未病;社区干预;,R743.3,2014,,22
syyfyx201601025,0,"ISTIC,PKU",深圳市福田区社区老年跌倒情况及知信行调查,10.3969/j.issn.1006-3110.2016.01.024,曾念彬;谢延;马锦济;李秀萍;,,实用预防医学,老年;跌倒;调查分析;,R64,2016,23,1
tlsjyyj201609029,3,"ISTIC,PKU",系统化护理在小儿轮状病毒腹泻中的应用,10.3969/j.issn.1672-9676.2016.09.025,李芬;,,护理实践与研究,系统化护理;小儿;轮状病毒;腹泻;,,2016,13,9
zgfybj201606079,2,"ISTIC,PKU",运脾止泻汤对脾虚型迁延性腹泻患儿肠道微生态的干预作用,10.7620/zgfybj.j.issn.1001-4411.2016.06.79,王静[1];梁山玉[1];杨燕[2];,"[1]深圳市儿童医院中医科,广东深圳,518038;[2]首都医科大学附属北京儿童医院中医科,北京,100045;",中国妇幼保健,运脾止泻汤;脾虚型;迁延性腹泻;肠道微生态;,R725.7,2016,31,6
syeklczz201618017,0,"ISTIC,PKU",STAT1功能获得性基因突变引起的慢性皮肤黏膜念珠菌病1例并文献复习,10.3760/cma.j.issn.2095-428X.2016.18.017,刘光磊[1];李成荣[2];杨军[2];张艺[3];罗颖[2];夏宇[2];梁芳芳[2];,"[1]遵义医学院珠海校区,珠海,519090;[2]518026,深圳市儿童医院肾脏免疫科;[3]400014,重庆医科大学附属儿童医院心内科;",中华实用儿科临床杂志,慢性皮肤黏膜念珠菌病;贫血;噬血细胞综合征;信号传导与转录激活因子1;重组人粒细胞集落刺激因子;,,2016,31,18
zxyjhgbzz201402005,2,"ISTIC,PKU",疏肝消脂颗粒剂治疗非酒精性脂肪性肝炎的临床疗效观察,10.3969/j.issn.1005-0264.2014.02.005,翟芬芬[1];孙虹[1];苏晓星[1];邢宇锋[2];童光东[2];周大桥[2];柳臻[3];,"[1]深圳市福田区慢性病防治院,广东深圳,518033;[2]深圳市中医院肝病科;[3]深圳市中医院医务科;",中西医结合肝病杂志,非酒精性脂肪性肝炎;多烯磷脂酰胆碱胶囊;肝功能;血脂;,,2014,24,2
syyfyx201512013,0,"ISTIC,PKU",深圳市儿童安全座椅使用情况调查,10.3969/j.issn.1006-3110.2015.012.013,向莹君[1];曾念彬[1];周海滨[2];魏淑娟[1];谢延[1];赵蓉[1];,"[1]深圳市福田区慢性病防治院,广东深圳,518048;[2]深圳市慢性病防治中心;",实用预防医学,儿童安全座椅使用;儿童乘车安全;认知;,R179,2015,22,12
syeklczz201616015,0,"ISTIC,PKU",重组人Ⅱ型肿瘤坏死因子受体拮抗剂治疗幼年特发性关节炎的临床疗效评价,10.3760/cma.j.issn.2095-428X.2016.16.015,梁芳芳[1];施尚文[2];彭程[3];李永柏[1];杨军[1];,"[1]518000,深圳市儿童医院肾脏免疫科;[2]528400,中山市人民医院儿科;[3]518020,深圳市第三人民医院放射科;",中华实用儿科临床杂志,幼年特发性关节炎;生物制剂;临床评价;,,2016,31,16
lcekzz201608004,0,"ISTIC,PKU",儿童迁延性细菌性支气管炎临床特点和治疗,10.3969/j.issn.1000-3606.2016.08.004,陈杰华;李志川;马红玲;王文建;徐建强;郑跃杰;,,临床儿科杂志,迁延性细菌性支气管炎;迁延性支气管炎;化脓性支气管炎;支气管镜检查;儿童;,,2016,34,8
syeklczz201616003,0,"ISTIC,PKU",先天性肺发育异常,10.3760/cma.j.issn.2095-428X.2016.16.003,郑跃杰;,,中华实用儿科临床杂志,先天性肺发育异常;肺未发生;肺未发育;肺发育不良;先天性大叶性肺气肿;,,2016,31,16
zgfybj201603006,0,"ISTIC,PKU",育龄期多囊卵巢综合征妇女糖脂代谢的研究,10.7620/zgfybj.j.issn.1001-4411.2016.03.06,方锦川[1];金素芳[2];周燕妮[1];李丽萍[1];彭检妹[1];周晓梅[2];,"[1]深圳市福田区妇幼保健院妇产科,广东深圳,518048;[2]深圳市福田区中医院妇产科,广东深圳,518035;",中国妇幼保健,多囊卵巢综合征;胰岛素抵抗;糖脂代谢;血糖;血脂;,R711.75,2016,31,3
zhgzbzz201401011,3,"ISTIC,PKU",硬脂酰辅酶A去饱和酶-1过表达影响高脂诱导的肝细胞凋亡,10.3760/cma.j.issn.1007-3418.2014.01.011,蔡德丰[1];范建高[2];马东礼[1];吴跃平[1];陆元善[3];,"[1]518026,深圳市儿童医院检验科;[2]上海交通大学附属新华医院消化科;[3]上海交通大学附属第一人民医院输血科;",中华肝脏病杂志,细胞凋亡;硬脂酰辅酶A去饱和酶-1;软脂酸;,,2014,22,1
syyfyx201501042,1,,关于城市医改几个基本问题的思考和建议,10.3969/j.issn.1006-3110.2015.01.041,宋平[1];招琳[2];向莹君[2];,"[1]深圳市慢性病防治研究会,广东深圳,518038;[2]深圳市福田区慢性病防治院;",实用预防医学,医疗改革;分级诊疗;最高限价;,R197.3,2015,22,1
xrwk201411003,2,"ISTIC,PKU",小儿外科重大疾病术前贫血与干预多中心调查,10.3760/cma.j.issn.0253-3006.2014.11.003,林茹[1];刘晋萍[2];周荣华[3];李鹏[4];王斌[5];郑珊[6];舒强[1];,"[1]310003 杭州,浙江大学医学院附属儿童医院,浙江省卫生厅创新学科;[2]北京阜外心血管病医院;[3]四川大学附属华西医院;[4]西安交通大学第二附属医院;[5]深圳市儿童医院;[6]上海复旦大学附属儿科医院;",中华小儿外科杂志,"贫血;流行病学;心脏病,先天性;巨结肠,先天性;胆总管囊肿;",,2014,35,11
syyxzz201518009,1,"ISTIC,PKU",CYP1A1基因多态性与急性淋巴细胞白血病儿童大剂量甲氨蝶呤毒副反应的关系,10.3969/j.issn.1006-5725.2015.18.007,邹泽巧[1];岳丽杰[2];任艳飞[2];,"[1]遵义医学院珠海校区研究生院, 广东省珠海市,519090;[2]深圳市儿童医院儿科研究所, 广东省深圳市,518026;",实用医学杂志,细胞色素氧化酶P4501A1;多态性;甲氨蝶呤;急性淋巴细胞白血病;,,2015,,18
syeklczz201518003,1,"ISTIC,PKU",弥散性血管内凝血的治疗,10.3760/cma.j.issn.2095-428X.2015.18.003,飞球;麦惠容;,,中华实用儿科临床杂志,弥散性血管内凝血;治疗;儿童;,,2015,,18
xsekzz201604008,1,"ISTIC,PKU",B族链球菌基因分型与新生儿侵袭性感染临床表现的相关性研究,10.3969/j.issn.1673-6710.2016.04.008,李丽[1];吴伟元[2];吴本清[3];王少华[4];,"[1]南华大学附属第一医院新生儿科;[2]深圳市人民医院检验科;[3]深圳市人民医院儿科;[4]518045,南华大学深圳市福田区妇幼保健院儿科;",中国新生儿科杂志,"无乳链球菌;基因型;婴儿,新生;",,2016,31,4
