唯一标志,被引用次数,期刊等级,题名,doi,作者,作者单位,期刊,关键字,分类号,年,卷,期
xdkf201428005,4,"ISTIC,PKU",携带低氧诱导因子1α慢病毒感染大鼠骨髓间充质干细胞后成骨基因的表达,10.3969/j.issn.2095-4344.2014.28.005,付志杰[1];张巨峰[2];王大平[2];陈洁琳[2];段莉[2];何美建[1];李庆庆[1];李文翠[1];熊建义[2];,[1]汕头大学医学院深圳二院临床学院，广东省深圳市 518035; 深圳市第二人民医院骨科，广东省深圳市 518035;[2]汕头大学医学院深圳二院临床学院，广东省深圳市 518035; 深圳市第二人民医院骨科，广东省深圳市 518035; 深圳市组织工程重点实验室，广东省深圳市 518035;,中国组织工程研究,干细胞;骨髓干细胞;低氧诱导因子1α;骨髓间充质干细胞;基因转染;骨缺损;慢病毒载体;骨组织工程;成骨基因;成骨活性;广东省自然科学基金;,R394.2,2014,,28
gzzyydxxb201606024,0,"ISTIC,PKU",南大青叶及其混伪品生药学研究,10.13359/j.cnki.gzxbtcm.2016.06.024,张先达[1];陈奕龙[2];张丹雁[2];,"[1]深圳市宝安区中心医院,广东深圳,518102;[2]广州中医药大学中药学院,广东广州,510006;",广州中医药大学学报,南大青叶;马蓝;球花马蓝;广西马蓝;路边青;鉴别;,R286.0,2016,33,6
qlhlzz201413010,1,"ISTIC,PKU",综合护理干预对社区高血压患者社会支持的影响,10.3969/j.issn.1006-7256.2014.13.009,林春燕;黄燕红;,,齐鲁护理杂志,综合护理干预;高血压;社会支持;,R473.5,2014,,13
zgmzmjyyzz201516052,6,,无创机械通气抢救重症哮喘合并呼吸衰竭34例临床观察,,林鸿儒;,,中国民族民间医药,重症哮喘;呼吸衰竭;机械通气;血气指标;,R563.8,2015,,16
wcbxhgbxzz201601014,1,,深圳市南山区和大鹏区溃疡性结肠炎患者血浆同型半胱氨酸、叶酸及肿瘤坏死因子-α的水平及其临床意义,10.3969/j.issn.1006-5709.2016.01.014,陈少文[1];赵燕颖[2];黄丽萍[3];吉明柱[4];刘艳红[4];,"[1]深圳市大鹏新区南澳人民医院消化科,广东深圳,518121;[2]吉林大学第四医院消化科;[3]深圳市大鹏新区大鹏人民医院内科;[4]深圳市蛇口人民医院消化科;",胃肠病学和肝病学杂志,溃疡性结肠炎;同型半胱氨酸;叶酸;肿瘤坏死因子-α;,R574.62,2016,25,1
zhcsyx201605003,0,"ISTIC,PKU",经阴道三维超声诊断双子宫畸形合并一侧宫颈闭锁1例,10.3760/cma.j.issn.1004-4477.2016.05.003,黄娴[1];贡雪灏[1];邓莹远[1];周霞平[2];骆琦[2];,"[1]518000,深圳大学第一附属医院深圳市第二人民医院超声科;[2]518000,深圳大学第一附属医院深圳市第二人民医院妇产科;",中华超声影像学杂志,@@;,,2016,25,5
gxzyy201602006,0,"ISTIC,PKU",知柏地黄汤对阴虚火旺型2型糖尿病患者中医症状改善的影响,,曾纪斌[1];蔡常娥[2];陈春远[3];潘艳[4];黄寅銮[4];,[1]深圳市宝安区中医院 518101 广东深圳市宝安区裕安二路25号;[2]始兴县人民医院 512500;[3]广州中医药大学 510405;[4]深圳市宝安区中医院 518101;,广西中医药,知柏地黄汤;阴虚火旺;2型糖尿病;中医症状;疗效观察;,R587.1,2016,39,2
ddyx201406025,10,"ISTIC,PKU",甲状腺激素治疗剂量调整对妊娠期亚临床甲状腺功能减退患者的影响,10.3969/j.issn.1009-4393.2014.2.024,梁超承;魏咏红;,,当代医学,甲状腺激素;妊娠期;甲状腺功能降低;,,2014,,6
gwyx-gkxfc201406015,0,"ISTIC,PKU",α-氰基丙烯酸丁酯类医用骨胶改性研究进展,10.3969/j.issn.1673-7083.2014.06.015,丁文斌[1];徐伟力[2];关炼雄[2];黄江鸿[2];王大平[1];,"[1]518000,安徽医科大学深圳市第二人民医院临床学院;深圳市第二人民医院创伤骨科、深圳市组织工程重点实验室;[2]深圳市第二人民医院创伤骨科、深圳市组织工程重点实验室;",国际骨科学杂志,氰基丙烯酸丁酯;纳米硫酸钙;磁性氧化铁纳米粒子;骨形态发生蛋白;,,2014,35,6
zsykdxxb201604021,0,"ISTIC,PKU",多层CT结肠仿真活检技术的临床应用,,黄泽弟[1];严超贵[2];范淼[2];吴若岱[1];张岸洲[1];王凌雁[1];方伟[1];杜龙庭[1];,"[1]深圳市宝安区中心医院放射科,广东深圳,518102;[2]中山大学附属第一医院医学影像学部,广东广州,510080;",中山大学学报（医学科学版）,多层CT;仿真内窥镜;仿真活检;,R8,2016,37,4
gzzyydxxb201604024,0,"ISTIC,PKU",人参皂苷Rh2对LoVo细胞迁移和转移能力的影响及机制研究,10.13359/j.cnki.gzxbtcm.2016.04.024,张晓圆[1];李荣江[2];孙继贤[1];孙砚辉[1];张苗苗[1];伍志学[1];张韧[1];邝枣园[1];,"[1]广州中医药大学基础医学院生物技术系,广东广州,510006;[2]深圳市宝安区中心医院普外科,广东深圳,518102;",广州中医药大学学报,人参皂苷Rh2;LoVo细胞;细胞迁移;细胞转移;蛋白表达;细胞培养;,R285.5,2016,33,4
ahyy201510038,1,"ISTIC,PKU",BIODEX 动静态平衡训练仪对脑卒中偏瘫患者平衡功能和步行能力恢复的影响,10.3969/j.issn.1009-6469.2015.10.038,司徒杏仙;王玉龙;潘巍一;王尧;魏伟峰;,,安徽医药,BIODEX 动静态平衡训练仪;脑卒中;平衡功能;步行能力;,,2015,,10
zyc201611044,0,"ISTIC,PKU",基于尿酸转运蛋白的四妙散改良方降尿酸作用及机理探讨,10.13863/j.issn1001-4454.2016.11.044,梁少瑜[1];曾永长[2];俞励平[3];李仲秋[2];罗焕敏[4];吴正治[2];,"[1]暨南大学,广东广州510632;深圳市第二人民医院,广东深圳518035;深圳市老年医学研究所,广东深圳518020;[2]深圳市第二人民医院,广东深圳518035;深圳市老年医学研究所,广东深圳518020;[3]中山大学药物开发中心,广东广州,510080;[4]暨南大学,广东广州,510632;",中药材,四妙散改良方;高尿酸;量效关系;尿酸转运蛋白;,R285.5,2016,39,11
bqnjyxyxb201503030,7,"ISTIC,PKU",七氟醚复合瑞芬太尼在小儿扁桃体切除术中的麻醉效果,10.16485/j.issn.2095-7858.2015.03.027,柯昌禄[1];杨煜霞[2];,"[1]518119,广东省深圳市大鹏新区葵涌人民医院麻醉科;[2]518122,广东省深圳市坪山新区妇幼保健院妇产科;",白求恩医学杂志,小儿;扁桃体切除术;七氟醚;丙泊酚;瑞芬太尼;,R614.2+7,2015,,3
tlsjyyj201508024,1,"ISTIC,PKU",乳酸亚铁对治疗股骨粗隆骨折患者术后隐性失血和关节功能恢复的影响及护理,10.3969/j.issn.1672-9676.2015.08.020,韩碧园;梁鼎天;周丽丹;,,护理实践与研究,乳酸亚铁;股骨粗隆骨折;隐性失血;关节功能;,,2015,,8
yxzs201502067,2,"ISTIC,PKU",剖宫产术后瘢痕妊娠患者介入栓塞联合灌注甲氨蝶呤化疗的临床观察,10.3969/j.issn.1006-2084.2015.02.067,林堆贤[1];邓志锋[1];梅宝富[1];陈红[2];陈琳[1];,"[1]深圳市宝安区人民医院介入科,广东深圳,518101;[2]深圳市宝安区人民医院妇产科,广东深圳,518101;",医学综述,剖宫产;瘢痕妊娠;介入栓塞;灌注甲氨蝶呤化疗;,R713.8,2015,21,2
qqhryxyxb201408075,9,"ISTIC,PKU",两种注射方式对妊娠糖尿病患者胰岛素治疗效果分析,,曲艳玲;陈清梅;练贵香;,,齐齐哈尔医学院学报,胰岛素泵;皮下注射;妊娠糖尿病;血糖;并发症;,,2014,35,8
zgqkyx201407025,10,"ISTIC,PKU",广东省流动人口与户籍人口社区卫生服务满意度比较研究,10.3969/j.issn.1007-9572.2014.07.024,石永超[1];邹宇华[1];马碧萍[1];汤赵荣[2];冯志超[3];郑向东[4];陈健[5];,"[1]广东药学院公共卫生学院,广东省广州市,510310;[2]东莞市大岭山镇社区卫生服务中心;[3]东莞市长安镇社区卫生服务中心;[4]深圳市宝安区松岗人民医院;[5]深圳市龙岗区卫生局;",中国全科医学,社区卫生服务;流动人口;户籍人口;满意度;比较研究;,R197,2014,17,7
zgydyxzz201605004,0,"ISTIC,PKU",模拟微重力动态培养构建组织工程化软骨修复猪关节软骨缺损研究,,林威[1];陈洁琳[2];刘威[2];杨坤[2];王大明[2];段莉[2];朱伟民[2];王大平[2];,[1]广州医科大学 广东 广州 510182;深圳市运动医学技术工程研究中心 广东 深圳 518035;深圳市第二人民医院组织工程实验室 广东 深圳 518035;[2]深圳市运动医学技术工程研究中心 广东 深圳 518035;深圳市第二人民医院组织工程实验室 广东 深圳 518035;,中国运动医学杂志,微重力;组织工程;软骨损伤;生物反应器;,,2016,35,5
zgzxyjhjjzz201505009,1,"ISTIC,PKU",环孢素A对晚期糖尿病大鼠多器官的保护作用,10.3969/j.issn.1008-9691.2015.05.006,姜丽娟[1];戴红双[2];尹晓梅[3];孔伟[1];李菁爽[4];王华[4];张云霞[4];盛艳丽[4];黄晓玲[4];韩会民[1];,"[1]大庆市第四医院内分泌科,黑龙江 大庆,163700;[2]大庆市医学高等专科学校,黑龙江 大庆,163700;[3]深圳市宝安区中心医院,广东 深圳,518100;[4]大庆龙南医院,黑龙江 大庆,163700;",中国中西医结合急救杂志,糖尿病;环孢素A;免疫球蛋白;核转录因子-κB;转化生长因子-β1;,,2015,22,5
xdkf201412006,3,"ISTIC,PKU",低温快速成型亲水改性复合人工骨支架的性能测定,10.3969/j.issn.2095-4344.2014.12.004,何美健[1];王大平[2];黄江鸿[2];张明[3];,"[1]安徽医科大学深圳二院临床学院，广东省深圳市 518035; 深圳市第二人民医院骨科，广东省深圳市 518035;[2]安徽医科大学深圳二院临床学院，广东省深圳市 518035; 深圳市第二人民医院骨科，广东省深圳市 518035; 深圳市组织工程重点实验室，广东省深圳市 518035;[3]中科院深圳先进技术研究院,广东省深圳市,518035;",中国组织工程研究,生物材料;骨生物材料;低温快速成型;聚乳酸-乙醇酸;聚乙二醇;纳米羟基磷灰石;骨组织工程;复合支架;骨缺损;亲水改性;广东省自然科学基金;,R318,2014,,12
zhmnwk201503022,1,"ISTIC,PKU",肾细胞癌代谢组学的研究进展,10.3760/cma.j.issn.1000-6702.2015.03.022,王书鹏[1];汪翔[1];吴松[2];,"[1]安徽医科大学深圳市第二人民医院临床医学院,深圳,518000;[2]深圳市第二人民医院泌尿外科;",中华泌尿外科杂志,@@;,,2015,36,3
zgsyxyxzz201502044,1,"ISTIC,PKU",中国汉族人群UGT1A1基因非翻译区序列分析,10.7534/j.issn.1009-2137.2015.02.044,孙顺昌[1];陈群蓉[2];陈曦[1];彭运生[1];,"[1]深圳市宝安区人民医院中心实验室,广东深圳,518101;[2]深圳市宝安区人民医院输血科,广东深圳,518101;",中国实验血液学杂志,中国汉族人群;UGT1A1基因;非翻译区;,Q75,2015,23,2
syfsxzz201611010,0,"ISTIC,PKU",肺结核抗痨过程中病灶进展的影像学表现及误诊分析,10.3969/j.issn.1002-1671.2016.11.010,曾令延;陈根铭;黄福城;朱少乾;温兆意;,,实用放射学杂志,肺结核;耐多药;放射摄影术;计算机体层成像;,R521  R814.42,2016,32,11
ahykdxxb2015020005,1,"ISTIC,PKU",尿液POU4 F2基因甲基化对膀胱尿路上皮癌早期诊断的意义,,王永强[1];于源[2];安丹[2];姜会玲[3];林友成[4];吴松[5];蔡志明[1];,"[1]安徽医科大学，合肥 230032; 深圳市第二人民医院，深圳 518035;[2]深圳华大基因研究院,深圳,518083;[3]安徽医科大学,合肥,230032;[4]南方医科大学珠江医院,广州,510280;[5]深圳市第二人民医院,深圳,518035;",安徽医科大学学报,膀胱癌;qMSP;甲基化;诊断;,R737.14  R394.3  R446.12,2015,,2
sxzlyx201509011,0,"ISTIC,PKU",鼻咽癌组织中 DAPK 基因启动子甲基化的研究,10.3969/j.issn.1672-4992.2015.09.11,梁辉[1];李璐[2];陈群蓉[3];利显民[1];,"[1]深圳市宝安区人民医院耳鼻咽喉科,广东深圳,518101;[2]深圳市宝安区人民医院输血科,广东深圳,518101;[3]北京大学深圳医院检验科,广东 深圳,518036;",现代肿瘤医学,鼻咽癌;DAPK 基因;启动子;甲基化;,R739.63,2015,,9
zhmzxzz98201506017,1,"ISTIC,PKU",地塞米松局部注射对硬膜外分娩镇痛后腰背痛的预防效果,10.3760/cma.j.issn.0254-1416.2015.06.017,曾思[1];冯涛[2];苏文杰[1];刘柳[1];杨雪[1];兰志勋[1];,"[1]中国电子科技大学附属医院四川省人民医院麻醉科, 成都市,610072;[2]广东省深圳市宝安区中心医院麻醉科;",中华麻醉学杂志,"地塞米松;投药,局部;镇痛,产科;镇痛,硬膜外;腰背痛;手术后并发症;",,2015,35,6
zgxdptwkjz201403002,0,"ISTIC,PKU",adiponectin对脂肪组织创面愈合作用的体外实验研究,10.3969/j.issn.1009-9905.2014.03.002,占小波[1];肖亮[2];葛子豪[3];周汉新[1];,"[1]广州医科大学,广东 广州 518082;深圳市第二人民医院肝胆外科,广东 深圳518035;[2]深圳市第二人民医院肝胆外科,广东 深圳518035;深圳市第二人民医院肿瘤生物治疗科,广东 深圳518035;[3]汕头大学医学院第一附属医院 普外科,广东 汕头,515041;",中国现代普通外科进展,创面愈合;脂联素;脂肪组织;前脂肪细胞;增殖;迁徙;,R656,2014,17,3
zgzj201605017,2,"ISTIC,PKU",电针“足三里”治疗化疗所致周围神经痛的效应机制研究,10.13703/j.0255-2930.2016.05.017,眭明红[1];Sherrie Lessans[2];燕铁斌[3];曹冬元[2];劳力行[4];Susan G.Dorsey[2];,"[1]中山大学孙逸仙纪念医院康复科,广东广州510120;深圳市第六人民医院康复科,广东深圳518000;[2]马里兰大学疼痛中心,美国;[3]中山大学孙逸仙纪念医院康复科,广东广州,510120;[4]香港大学中医学院,中国香港;",中国针灸,化疗所致周围神经痛;电针;促炎细胞因子;,R246.1,2016,36,5
bqnjyxyxb201503057,6,"ISTIC,PKU",腹腔镜卵巢囊肿剥除术治疗卵巢囊肿可行性研究,10.16485/j.issn.2095-7858.2015.03.055,杨煜霞[1];柯昌禄[2];,"[1]518122,广东省深圳市坪山新区妇幼保健院妇产科;[2]518119,广东省深圳市大鹏新区葵涌人民医院麻醉科;",白求恩医学杂志,腹腔镜;卵巢囊肿剥除术;卵巢囊肿;,R713.6,2015,,3
zgsyyy201516120,6,"ISTIC,PKU",妈富隆和米非司酮治疗围绝经期功能失调性子宫出血的效果对比,10.14163/j.cnki.11-5547/r.2015.16.120,杨煜霞[1];柯昌禄[2];,"[1]518122,深圳市坪山新区妇幼保健院;[2]深圳市大鹏新区葵涌人民医院;",中国实用医药,功能失调性子宫出血;去氧孕烯炔雌醇片;米非司酮;,,2015,,16
zgsjjsjbzz201412013,1,"ISTIC,PKU",脂蛋白相关磷脂酶A2和氧化低密度脂蛋白在缺血性脑血管疾病中的应用价值,10.3936/j.issn.1002-0152.2014.12.013,胡诗雨[1];任力杰[1];韩漫夫[1];王洋[1];李维平[2];,[1]深圳市第二人民医院神经内科 深圳518000;[2]深圳市第二人民医院神经外科;,中国神经精神疾病杂志,ox-LDL;Lp-PLA2;缺血性脑血管病;,R338.63,2014,,12
zgsyzdx201508019,2,"ISTIC,PKU",120株复发肺结核患者结核分枝杆菌耐药性分析,,温贵华;,,中国实验诊断学,复发肺结核;结核分枝杆菌;多耐药性;广泛耐药性;利福平;,R521,2015,,8
zhsyhlcbdx201504023,2,"ISTIC,PKU",基于果蝇S2系统的流感病毒样颗粒的制备及鉴定,10.3760/cma.j.issn.1003-9279.2015.04.023,林巧[1];邹容容[2];张国良[2];李秀芬[1];姚思敏[2];刘腊香[1];聂广[2];周伯平[2];刘映霞[2];,"[1]518126,深圳市宝安区慢性病防治院综合门诊;[2]深圳市第三人民医院肝病研究所;",中华实验和临床病毒学杂志,果蝇属;流感;病毒样颗粒;细胞系;,,2015,29,4
zgyxcx201511053,6,"ISTIC,PKU",左旋氨氯地平片与阿托伐他汀钙片在治疗高血压病中的临床价值,10.3969/j.issn.1674-4985.2015.11.053,黄伟琼[1];黄志强[2];,[1]广东省深圳市宝安中心医院银田社区健康服务中心 广东 深圳518102;[2]广东省深圳市宝安区西乡卫生监督所;,中国医学创新,高血压;冠心病;左旋氨氯地平;阿托伐他汀钙片;,,2015,,11
zglnxzz201421020,1,"ISTIC,PKU",FOXA2在肝细胞癌中的临床意义及其与E－cadherin的相关性,10.3969/j.issn.1005-9202.2014.21.020,陈俊任[1];杨定华[2];孙艳华[3];韩庆[1];张敏杰[1];,"[1]南方医科大学深圳市第二人民医院肝胆外科,广东 广州,510515;[2]南方医科大学南方医院肝胆外科;[3]深圳市第二人民医院病理科;",中国老年学杂志,叉头匡转录因子A2;E-cadherin;肝细胞癌;肿瘤进展;,R735,2014,,21
cqyx201431021,1,"ISTIC,PKU",艾司洛尔对脓毒症大鼠心肌细胞凋亡及心功能的影响,10.3969/j.issn.1671-8348.2014.31.021,刘德红[1];刘映峰[2];孟新科[3];徐志伟[3];,"[1]南方医科大学珠江医院心血管内科，广州 510282; 广东省深圳市第二人民医院急诊科 518035;[2]南方医科大学珠江医院心血管内科,广州,510282;[3]广东省深圳市第二人民医院急诊科 518035;",重庆医学,脓毒症;细胞凋亡;艾司洛尔;心功能;,R541.9,2014,,31
zgwqxsjwkzz201609003,0,"ISTIC,PKU",经颅超声在诊断和鉴别诊断帕金森病中的应用及黑质回声与临床特征的关系研究,10.11850/j.issn.1009-122X.2016.09.003,胡火有[1];韩漫夫[1];熊华花[2];肖小华[1];周艳霞[1];周竹青[1];,"[1]518035,深圳市第二人民医院神经内科;[2]518035,深圳市第二人民医院超声科;",中国微侵袭神经外科杂志,"帕金森病;超声检查,经颅;中脑;黑质;临床特征;",R742.5,2016,21,9
qqhryxyxb201505088,6,"ISTIC,PKU",舒适护理在上消化道出血护理中的应用效果,,陈素婵;陈清梅;,,齐齐哈尔医学院学报,舒适护理;上消化道出血;护理干预;临床疗效;,,2015,36,5
lcyx201612037,1,"ISTIC,PKU",脑室镜或脑室镜-腹腔镜联合应用治疗脑积水临床分析,,李武;,,临床医学,脑积水;脑室镜;腹腔镜;,,2016,36,12
zgmyxzz201503022,0,"ISTIC,PKU",TAZ和KLF5在肝细胞癌组织中的表达及其临床意义,10.3969/j.issn.1000-484X.2015.03.019,陈俊任[1];杨定华[2];孙艳花[3];韩庆[4];张敏杰[4];,"[1]南方医科大学,广州,510515;[2]南方医科大学南方医院肝胆外科,广州,510515;[3]深圳市第二人民医院病理科,深圳,518035;[4]深圳市第二人民医院肝胆外科,深圳,518035;",中国免疫学杂志,TAZ;KLF5;肝细胞癌;肿瘤进展;,R73-3,2015,,3
sxyxjy201502012,0,"ISTIC,PKU",鼻咽癌组织中 SYK 基因启动子区的甲基化分析,10.3969/j.issn.1671-7414.2015.02.012,李璐[1];梁辉[2];陈群蓉[3];,"[1]北京大学深圳医院检验科,广东深圳,518035;[2]深圳市宝安区人民医院耳鼻咽喉科,广东深圳,518101;[3]深圳市宝安区人民医院输血科,广东深圳,518101;",现代检验医学杂志,鼻咽癌;SYK 基因;启动子;甲基化;,R739.6  R730.43,2015,,2
xdkf201437010,1,"ISTIC,PKU",人脐血间充质干细胞培养方法的比较,10.3969/j.issn.2095-4344.2014.37.010,黄宏宇[1];刘国平[2];段莉[3];陈云芳[3];熊建义[3];王大平[3];,"[1]汕头大学医学院,广东省汕头市,515000;[2]深圳市第二人民医院,广东省深圳市,518035;[3]深圳市第二人民医院，广东省深圳市 518035; 深圳市组织工程实验室，广东省深圳市 518035;",中国组织工程研究,干细胞;脐带脐血干细胞;体外培养;脐血;间充质干细胞;MesenGro人间充质干细胞培养基;DMEM培养基;广东省自然科学基金;,R394.2,2014,,37
qqhryxyxb201503085,9,"ISTIC,PKU",品管圈在普外科急危重患者护理质量持续改进中的应用效果分析,,杨慧;张小燕;李朝梁;,,齐齐哈尔医学院学报,品管圈;普外科;护理;,,2015,,3
xxgkfyxzz201401024,2,"ISTIC,PKU",阿托伐他汀钙对血脂正常高血压患者的降压作用,10.3969/j.issn.1008-0074.2014.01.24,谭振宇[1];廖春燕[2];,"[1]广东省深圳市宝安区人民医院心血管内科,广东深圳,518101;[2]广东省深圳市宝安区人民医院内分泌科,广东深圳,518101;",心血管康复医学杂志,高血压;阿托伐他汀;治疗结果;,R544.1,2014,23,1
jbjcykz201610004,0,"ISTIC,PKU",深圳市宝安区2006-2015年水痘疫情流行特征分析,,周如意;,,疾病监测与控制,水痘;流行病学;发病率;,R511.5,2016,10,10
zgxdyyyy201620123,1,"ISTIC,PKU",串联质谱用于检测湿疹儿童维生素D水平的临床研究,10.14164/j.cnki.cn11-5581/r.2016.20.123,沈永顺[1];赖爱萍[1];凌素环[1];王虎[1];程雅婷[2];,"[1]518120,深圳市大鹏新区妇幼保健院儿科;[2]广州金域医学检验中心;",中国现代药物应用,串联质谱检测;维生素D;湿疹;儿童;,,2016,10,20
zhlxbx201408010,3,"ISTIC,PKU",广东省2009-2011年鼠伤寒沙门菌监测及菌株分子分型的研究,10.3760/cma.j.issn.0254-6450.2014.08.010,黄燕惠[1];柯碧霞[2];孙九峰[3];何冬梅[2];陈清[4];柯昌文[2];俞守义[4];,"[1]510515广州,南方医科大学公共卫生与热带医学学院流行病学系;深圳市宝安区慢性病防治院皮肤性病防治科;[2]广东省疾病预防控制中心;[3]广东省公共卫生研究院;[4]南方医科大学公共卫生与热带医学学院流行病学系,广州,510515;",中华流行病学杂志,鼠伤寒沙门菌;加强监测;分子分型;,,2014,35,8
gwyx-hlxfc201407136,1,"ISTIC,PKU",应用失效模式在控制 PICC 感染中的观察及护理,10.3760/cma.j.issn.1673-4351.2014.07.136,程小芸;虢新莲;詹小玲;李向荣;,,国际护理学杂志,失效模式;PICC;护理;,R471,2014,,7
hainanyx201508013,8,"ISTIC,PKU",早期肠内营养支持对重症急性胰腺炎患者机体免疫及营养状态的影响,10.3969/j.issn.1003-6350.2015.08.0405,张宪华[1];王滨[1];方周宾[2];,[1]深圳市第二人民医院急诊ICU 广东 深圳 518000;[2]深圳市第二人民医院检验科 广东 深圳 518000;,海南医学,早期肠内营养;重症急性胰腺炎;免疫状态;营养状态;影响;,R675.5+1,2015,,8
sxzlyx201412011,0,,RNAi沉默RABGEF1基因对人卵巢癌细胞增殖的影响,10.3969/j.issn.1672-4992.2014.12.11,谢春英[1];孙顺昌[1];黄晓东[2];彭运生[1];,"[1]深圳市宝安区人民医院检验科,广东深圳,518101;[2]深圳市宝安区人民医院妇产科,广东深圳,518101;",现代肿瘤医学,RABGEF1基因;卵巢癌;增殖;,R737.31,2014,22,12
zhmnwk201404019,1,"ISTIC,PKU",雄激素及其受体与膀胱癌发生关系的研究进展,10.3760/cma.j.issn.1000-6702.2014.04.019,王永强[1];唐爱发[2];吴松[2];蔡志明[1];,"[1]230000合肥,安徽医科大学研究生学院;深圳市第二人民医院泌尿外科;[2]深圳市第二人民医院泌尿外科;",中华泌尿外科杂志,,,2014,35,4
scyxzz201519131,4,"ISTIC,PKU",急诊护理路径在重症颅脑损伤患者急救中的应用效果,10.13214/j.cnki.cjotadm.2015.19.129,练贵香;曲艳玲;,,中国伤残医学,颅脑损伤;护理路径;临床效果;,R651.1,2015,,19
zylcyj201621061,1,"ISTIC,PKU",乳腺癌钼靶X线摄影征象及与乳腺良性病变的鉴别诊断,10.3969/j.issn.1674-7860.2016.21.060,贾举闻[1];葛麟[1];黄远生[2];付峥[3];翁伟健[1];,[1]深圳市龙岗区第二人民医院，广东 深圳，518112;[2]深圳市大鹏新区妇幼保健院，广东 深圳，518112;[3]深圳市妇幼保健院，广东深圳，518112;,中医临床研究,乳腺癌;乳腺良性病变;钼靶X线;摄影征象;鉴别;,R447,2016,8,21
zgfybj201606072,1,"ISTIC,PKU",阴道四维输卵管超声造影术评价输卵管妊娠治疗后功能恢复的应用研究,10.7620/zgfybj.j.issn.1001-4411.2016.06.72,吴宏;黄芳;赖祝琴;杨振宇;马晓梅;,,中国妇幼保健,输卵管妊娠;功能恢复;阴道四维输卵管超声造影术;,R714.22,2016,31,6
yxwx201506042,2,"ISTIC,PKU",鼓膜置管术治疗分泌性中耳炎的疗效观察,10.11864/j.issn.1673.2015.06.42,刘锡忠;,,微创医学,分泌性中耳炎;鼓膜置管;激光造孔;,R764.21,2015,10,6
hsjxzz201515033,4,"ISTIC,PKU",个体化健康教育对手足口病患儿家长教育认知的影响,,陈笑;许艳萍;杨文莉;,,护士进修杂志,健康教育;家长;手足口病;,R472,2015,,15
zgxdptwkjz201504023,8,"ISTIC,PKU",成人腹股沟疝手术治疗的回顾与进展,10.3969/j.issn.1009-9905.2015.04.023,陈创造;何小科;,,中国现代普通外科进展,腹股沟疝;手术治疗;进展;,R656.2+1,2015,18,4
zgmzmjyyzz201601079,3,"ISTIC,PKU",孕产期行母乳喂养知识指导对提高哺乳质量的影响分析,,黄丽梅;,,中国民族民间医药,孕产期;母乳喂养;知识指导;哺乳质量;,R473.71,2016,25,1
zylcyj201630030,0,"ISTIC,PKU",探讨独活寄生汤配合针刺治疗膝骨性关节炎138例,10.3969/j.issn.1674-7860.2016.30.027,朱杰华;陈喜悦;曾喻明;,,中医临床研究,膝骨性关节炎;中医疗法;独活寄生汤;针刺;西医疗法;,R255.82,2016,8,30
zgsyyy201628182,0,"ISTIC,PKU",早期肠内营养护理改善重症胰腺炎合并感染患者营养状态的效果研究,10.14163/j.cnki.11-5547/r.2016.28.182,邹梅霞;赖爱萍;张立平;,,中国实用医药,早期肠内营养护理;重症胰腺炎;感染;营养状况;,,2016,11,28
zgptwkzz201510014,2,"ISTIC,PKU",转化生长因子β激活酶1在结肠癌中的表达及临床意义,10.3978/j.issn.1005-6947.2015.10.014,鞠红艳[1];白洋[2];王策[3];,"[1]广东省深圳市宝安区中心医院消化内科,广东深圳,518102;[2]吉林大学第一医院超声科,吉林长春,130021;[3]吉林省职业病防治医院检验科,吉林长春,130061;",中国普通外科杂志,结肠肿瘤;转化生长因子β激活酶1;原癌基因蛋白质p21(ras);,R735.3,2015,24,10
hsjxzz201422009,4,"ISTIC,PKU",临床实习对护理实习生综合素质培养的调查研究,,张立民[1];贺玉梅[2];,"[1]广东省深圳市第七人民医院,广东深圳,518021;[2]南昌大学护理学院,江西南昌,330006;",护士进修杂志,临床实习;护理实习生;综合素质;,R471,2014,,22
sdyy201614056,0,"ISTIC,PKU",研究优质护理服务在老年脑梗阻患者临床护理中的效果,,喻文碧;,,首都食品与医药,优质护理服务;老年脑梗阻;效果;临床护理;,R473.74,2016,,14
ysjxzz201413004,0,"ISTIC,PKU",经胃肠道给予制霉菌素对ICU机械通气患者侵袭性真菌感染的影响分析,10.3760/cma.j.issn.1673-4904.2014.13.004,黄贤文[1];王黎[2];马广念[1];,"[1]518105,深圳市宝安区人民医院ICU;[2]518105,深圳市宝安区人民医院血液净化中心;",中国医师进修杂志,"制霉菌素;呼吸,人工;侵袭性真菌感染;",,2014,37,13
shandyy201608028,2,"ISTIC,PKU",NCEP/ATPⅢ及CDS代谢综合征诊断标准在高血压人群中的诊断一致性分析,10.3969/j.issn.1002-266X.2016.08.028,谢凯胜[1];黄贤[1];盘庆飞[1];何秀丽[2];李圣海[1];,"[1]深圳市宝安区石岩人民医院,广东深圳,518108;[2]深圳市罗湖区人民医院;",山东医药,代谢综合征;高血压;美国国家胆固醇教育计划成人组第三次报告;中华医学会糖尿病学分会;,R589,2016,56,8
zgyykx201611013,0,"ISTIC,PKU",规范化培训在护士评判性思维能力中的应用,,喻文碧;,,中国医药科学,规范化培训;评判性思维能力;护士;,R47,2016,6,11
zgxdyyyy201611017,0,"ISTIC,PKU",女性下生殖道感染的实验室诊断,10.14164/j.cnki.cn11-5581/r.2016.11.017,招湛静;杨翠红;杨素娟;,,中国现代药物应用,细菌性阴道病;实验室检查;临床特征;,,2016,10,11
