唯一标志,被引用次数,期刊等级,题名,doi,作者,作者单位,期刊,关键字,分类号,年,卷,期
xdkf201519016,0,"ISTIC,PKU",脂肪干细胞移植对Duchenne型肌营养不良症鼠神经肌肉再生单位的影响,10.3969/j.issn.2095-4344.2015.19.016,孔杰[1];操基清[2];杨娟[2];陈菲[2];李亚勤[2];黄汝成[3];金远林[3];张成[2];,"[1]中山大学第一附属医院神经科,广东省广州市 510080;广州中医药大学附属宝安区中医院脑病科,广东省深圳市 518133;[2]中山大学第一附属医院神经科,广东省广州市,510080;[3]广州中医药大学附属宝安区中医院脑病科,广东省深圳市,518133;",中国组织工程研究,干细胞;移植;神经肌肉再生单位;Duchenne型肌营养不良症;脂肪干细胞移植;,R394.2,2015,19,19
gwyx-myxfc201404023,2,"ISTIC,PKU",类风湿性关节炎滑膜成纤维细胞骨保护素和骨形态发生蛋白-2的表达及干预,10.3760/cma.j.issn.1673-4394.2014.04.023,蔡月明[1];陶可[2];曾晖[3];王菁[4];王庆文[1];叶静[5];张芳婷[5];,"[1]北京大学深圳医院风湿免疫科,深圳,518036;[2]北京大学医学部骨科学系,深圳,518036;[3]北京大学深圳医院骨关节科,深圳,518036;[4]安徽医科大学北京大学深圳医院临床学院;[5]北京大学深圳医院中心实验室,深圳,518036;",国际免疫学杂志,白细胞介素-6受体抗体;类风湿关节炎;成纤维细胞;骨保护素;骨形态发生蛋白-2;,,2014,37,4
jkr201608019,0,"ISTIC,PKU",肺癌患者射频消融术后CD4+T淋巴细胞亚群的变化,,林堆贤[1];梅宝富[1];邓志锋[1];陈俊辉[2];,"[1]深圳市宝安区人民医院介入科,深圳,518101;[2]深圳市北京大学深圳医院微创介入科,深圳,518035;",中国当代医药,肺癌;射频消融;CD4+T淋巴细胞亚群;免疫功能;,R734.2,2016,23,8
zghlgl2015010025,1,"ISTIC,PKU",39例温针灸烫伤的原因分析及管理改进建议,10.3969/j.issn.1672-1756.2015.01.022,庄君贤[1];钟印芹[2];刘牧军[3];,[1]深圳市福田区中医院门诊部，518034广东省;[2]深圳市福田区中医院院长办公室;[3]深圳市福田区中医院针灸推拿康复科;,中国护理管理,温针灸;烫伤;根本原因分析;,R47,2015,,1
gdyx201506012,0,"ISTIC,PKU",血管紧张素Ⅱ对肝癌细胞系 HEPG2发生上皮间质转化的影响,,齐明华[1];叶静[2];虎义平[2];漆正宇[2];李明华[2];孙亮[2];万汇涓[2];刘吉奎[3];尹耀新[3];欧希[3];余光银[4];,[1]北京大学深圳医院感染性疾病科 广东深圳518036;[2]北京大学深圳医院中心实验室 广东深圳518036;[3]北京大学深圳医院肝胆外科 广东深圳518036;[4]北京大学深圳医院病理科 广东深圳518036;,广东医学,血管紧张素Ⅱ;肝癌细胞系;上皮间质转化;,,2015,,6
gdyx201412031,1,"ISTIC,PKU",血管紧张素转化酶在原发性肝细胞癌中的基因转录,,齐明华[1];刘吉奎[2];叶静[3];漆正宇[3];万汇涓[3];李明华[3];余光银[4];尹耀新[2];欧希[2];,[1]北京大学深圳医院 感染性疾病科 广东深圳518036;[2]北京大学深圳医院 肝胆外科 广东深圳518036;[3]北京大学深圳医院 中心实验室 广东深圳518036;[4]北京大学深圳医院 病理科 广东深圳518036;,广东医学,血管紧张素转化酶;AT1R;MAS;原发性肝细胞癌;,,2014,,12
zgsyzdx201402010,8,"ISTIC,PKU",骨环移植在纠正牙槽嵴骨量不足即刻种植中的应用,,王翔[1];李树春[2];刘学恒[3];陈钢[3];马练[3];,"[1]安徽医科大学,安徽合肥230001;北京大学深圳医院口腔科,广东深圳518036;[2]北京大学深圳医院口腔科,广东深圳518036;安徽医科大学深圳临床学院,广东深圳518036;[3]北京大学深圳医院口腔科,广东深圳,518036;",中国实验诊断学,骨环;自体骨移植;同期植入;,R782.1,2014,18,2
xdzxyjhzz201407015,51,"ISTIC,PKU",硝苯地平缓释片治疗高血压合并糖尿病疗效观察,10.3969/j.issn.1008-8849.2014.07.015,张学城[1];黄尹亭[2];林慧宁[2];魏晓芳[2];,"[1]广东省深圳市宝安区西乡人民医院,广东深圳,518102;[2]广东省深圳市宝安区人民医院,广东深圳,518000;",现代中西医结合杂志,高血压;糖尿病;硝苯地平缓释片;厄贝沙坦;,R544.1,2014,23,7
cqyx201421044,8,"ISTIC,PKU",连续血液净化治疗多器官功能障碍综合征的疗效及预后影响,10.3969/j.issn.1671-8348.2014.21.044,黄贤文[1];王黎[1];黄英[2];,[1]广东省深圳市宝安区人民医院 ICU 518101;[2]广东省深圳市宝安区人民医院 血液净化中心 518101;,重庆医学,多器官功能衰竭;连续血液净化治疗;临床疗效;预后影响因素;,R459.5,2014,,21
sxyxjy201602028,0,"ISTIC,PKU",GeXP多重RT-PCR技术在呼吸道病毒检测中的应用,10.3969/j.issn.1671-7414.2016.02.028,张允奇[1];王琼[2];张银辉[2];何涛君[2];陆学东[2];,"[1]广东医学院,广东东莞523808;广东医学院附属福田医院检验医学部,广东深圳518033;[2]广东医学院附属福田医院检验医学部,广东深圳,518033;",现代检验医学杂志,GeXP系统;多重RT-PCR;呼吸道病毒;流行病学;,R373.1  Q503,2016,31,2
sxyxjy201504017,1,"ISTIC,PKU",SLE 患者血清胱抑素C与血脂的相关性分析,10.3969/j.issn.1671-7414.2015.04.017,张允奇[1];陆学东[2];张银辉[2];曾惠琼[1];何涛君[2];,"[1]广东医学院附属福田医院 风湿病分院检验科,广东深圳,518033;[2]广东医学院附属福田医院检验医学部,广东深圳,518033;",现代检验医学杂志,系统性红斑狼疮;血脂;胱抑素 C;超敏 C 反应蛋白;,R593.241  R446.112,2015,,4
zgsxzz201507013,0,"ISTIC,PKU",亚甲蓝光化学法灭活对血浆HBV前S2基因降解的研究,10.13303/j.cjbt.issn.1004-549x.2015.07.013,曹鸿霖[1];黎淦平[2];涂传清[3];刘宜仲[1];张爱芬[1];曾凌晓[1];,"[1]深圳市宝安区中心血站,广东深圳,518000;[2]深圳市宝安区中医院;[3]深圳市宝安区人民医院;",中国输血杂志,亚甲蓝光化学法;灭活;HBV前S2蛋白;,R512.6+2  R457.1+4,2015,28,7
cqyx201527001,2,"ISTIC,PKU",Ⅳ和Ⅳ+Ⅴ型狼疮性肾炎患者血清microRNA标志物的芯片初筛?,10.3969/j.issn.1671-8348.2015.27.001,张志恒[1];肖红波[2];王琪[2];王艳[2];熊祖应[1];,"[1]安徽医科大学北京大学深圳医院 临床学院，广东深圳 518036; 安徽医科大学北京大学深圳医院 肾内科，广东深圳 518036;[2]安徽医科大学北京大学深圳医院 肾内科,广东深圳,518036;",重庆医学,狼疮肾炎;肾脏病理分型;微 RNAs;microRNA芯片;,R692,2015,,27
zgyxwz-nkxfc201602040,2,"ISTIC,PKU",全科医生模式治疗社区老年慢性疾病效果分析,10.16121/j.cnki.cn45-1347/r.2016.02.40,罗东勇[1];李汉兴[2];陈能栋[3];林镇升[1];叶婉媚[4];,"[1]广东省深圳市光明新区人民医院合水口社区健康服务中心,深圳市,518106;[2]广东省深圳市光明新区人民医院茨田埔社康中心,深圳市,518106;[3]广东省深圳市光明新区人民医院马山头社康中心,深圳市,518106;[4]广东省深圳市光明新区人民医院楼村工业区社康中心,深圳市,518106;",内科,社区老年慢性疾病;治疗;全科医生;医疗模式;,R19,2016,11,2
zhsywk201505022,2,"ISTIC,PKU",血管基质部分与神经肽Y联合应用对颗粒脂肪移植存活率的影响,10.3760/cma.j.issn.1001-9030.2015.05.022,崔永言[1];朱辉[1];郑海霞[2];麦凯欣[1];,"[1]北京大学深圳医院整形外科,深圳,518036;[2]518036深圳,北京大学深圳医院整形外科;518036深圳,北京大学深圳医院体检科;",中华实验外科杂志,脂肪移植;脂肪生成;血管基质部分;神经肽Y;,,2015,32,5
shyxjyzz201407001,20,"ISTIC,PKU",联合检测 HE4、CA125和 CYFRA21-1在卵巢癌诊断中的应用,10.3969/j.issn.1673-8640.2014.07.001,田峰[1];易梦璐[2];齐素文[2];王林纤[3];,"[1]广东省深圳市光明新区人民医院检验科,广东 深圳,518110;[2]深圳大学医学院生物医学工程系,广东 深圳,518060;[3]湖南省肿瘤医院检验科,湖南 长沙,410006;",检验医学,人附睾蛋白 4;糖类抗原 125;细胞角蛋白 19 片段;卵巢癌;,R446.62,2014,,7
hainanyx201501053,2,"ISTIC,PKU",拓展优质护理服务对精索静脉曲张不育患者治疗效能感与情绪状态的影响,10.3969/j.issn.1003-6350.2015.01.0053,张文娣[1];黄丽兴[2];苏小聪[3];蓝惠珍[4];黄月燕[4];兰馨[4];,[1]深圳市宝安区人民医院抽血换药室 广东 深圳 518101;[2]深圳市宝安区人民医院泌尿外科 广东 深圳 518101;[3]深圳市宝安区人民医院血液透析科 广东 深圳 518101;[4]深圳市宝安区人民医院口腔科 广东 深圳 518101;,海南医学,拓展优质护理服务;精索静脉曲张不育;治疗效能感;情绪状态;,R473.6,2015,,1
xsekzz201505005,6,"ISTIC,PKU",新生儿B族溶血链球菌感染血清型与临床表现相关性及药敏分析,10.3969/j.issn.1673-6710.2015.05.005,李丽[1];吴伟元[2];吴本清[3];王少华[4];,"[1]518045 南华大学深圳市福田区妇幼保健院儿科;421800 南华大学附属第一医院新生儿科;[2]518045,深圳市人民医院检验科;[3]518045,深圳市人民医院儿科;[4]518045,南华大学深圳市福田区妇幼保健院儿科;",中国新生儿科杂志,"无乳链球菌;血清分型;抗菌药;婴儿,新生;",,2015,30,5
zgjzjszz201603015,0,"ISTIC,PKU",诱发电位改变与脊髓型颈椎病手术疗效相关性的研究进展,10.3969/j.issn.1004-406X.2016.03.15,肖玮[1];于滨生[2];,[1]北京大学深圳医院脊柱外科 518036 深圳市;汕头大学医学院 515041 汕头市;[2]北京大学深圳医院脊柱外科 518036 深圳市;北京大学深圳医院骨科研究中心 深圳市脊柱外科重点实验室 518036 深圳市;,中国脊柱脊髓杂志,@@;,R681.5  R741.044,2016,26,3
cwycnyy201402005,22,"ISTIC,PKU",早期肠内营养对结直肠癌病人术后恢复的影响,,韩芳[1];李晓迪[1];宗轶[2];刘晔[1];程梦婕[1];,"[1]广州军区武汉总医院营养科,湖北武汉,430070;[2]深圳市宝安区福永人民医院肛肠科,广东深圳,518103;",肠外与肠内营养,早期肠内营养;全肠外营养;结直肠癌;,R735.35  R459.3,2014,21,2
zgjjyx201612005,0,"ISTIC,PKU",克拉拉细胞蛋白16对急性呼吸衰竭患者使用无创通气模式失败的预测价值,10.3969/j.issn.1002-1949.2016.12.005,叶剑滨[1];林锦乐[2];叶剑清[3];卫剑[1];傅萱[1];陶伍元[2];张文武[2];,"[1]518101广东深圳,深圳宝安区人民医院急诊科;524000广东湛江,广东医科大学研究生学院;[2]深圳宝安区人民医院急诊科,广东深圳,518101;[3]普宁市下架山镇下架山卫生院急诊科,广东普宁,515300;",中国急救医学,克拉拉细胞蛋白16(Cc16);急性呼吸衰竭;无创通气;,,2016,36,12
mdjyxyxb201506022,1,"ISTIC,PKU",社区三级康复改善脑卒中患者神经功能的疗效分析和研究,,罗东勇[1];李汉兴[2];陈能栋[3];林镇升[1];叶婉媚[4];,"[1]深圳市光明新区人民医院合水口社区健康服务中心,广东深圳,518106;[2]深圳市光明新区人民医院茨田埔社康中心,广东深圳,518106;[3]深圳市光明新区人民医院马山头社康中心,广东深圳,518106;[4]深圳市光明新区人民医院楼村工业区社康中心,广东深圳,518106;",牡丹江医学院学报,脑卒中;社区三级康复疗法;神经功能;临床疗效;,R743.3,2015,36,6
zgswyxgcxb201402016,12,"ISTIC,PKU",增强型体外反搏对早期动脉粥样硬化斑块局部应力环境影响的实验与仿真研究,10.3969/j.issn.0258-8021.2014.02.016,杜健航[1];伍贵富[2];郑振声[3];戴刚[3];冯铭哲[3];,"[1]广东海洋大学工程学院,湛江524088;中山大学卫生部辅助循环重点实验室,广州510080;[2]中山大学卫生部辅助循环重点实验室,广州510080;广东医学院附属福田医院,深圳518000;[3]中山大学卫生部辅助循环重点实验室,广州,510080;",中国生物医学工程学报,增强型体外反搏;斑块破裂;壁面切应力;振荡剪切指数;,R318,2014,33,2
zgrdyx201401025,0,"ISTIC,PKU",子宫内膜异位症PTEN启动子甲基化研究,,任力群[1];邱丽影[1];资捷[1];周晓梅[1];张银汉[2];唐丽霞[1];龙礼华[1];,"[1]深圳市福田区妇幼保健院,广东 深圳,518000;[2]北京大学深圳医院,广东深圳,518000;",中国热带医学,子宫内膜异位症;PTEN;甲基化;,R711.71,2014,14,1
zgywylc201605008,1,"ISTIC,PKU",甲氨蝶呤对C反应蛋白在类风湿关节炎中致炎作用的影响,10.11655/zgywylc2016.05.006,刘凤[1];王庆文[1];方征宇[2];王菁[1];朱乙声[1];蔡月明[1];张新涛[3];于波[4];,"[1]安徽医科大学北京大学深圳医院临床学院北京大学深圳医院风湿免疫科,深圳,518000;[2]深圳北京大学香港科技大学医学中心;[3]安徽医科大学北京大学深圳医院临床学院北京大学深圳医院运动医学科,深圳,518000;[4]安徽医科大学北京大学深圳医院临床学院北京大学深圳医院皮肤科,深圳,518000;",中国药物与临床,"甲氨蝶呤;关节炎,类风湿;成纤维细胞;C反应蛋白质;",,2016,16,5
xsekzz201505001,3,"ISTIC,PKU",窒息新生儿血清炎症因子及振幅整合脑电图动态监测的临床意义,10.3969/j.issn.1673-6710.2015.05.001,范倩倩[1];王少华[2];杨芹[2];,"[1]518045 南华大学深圳市福田区妇幼保健院儿科;深圳市龙华新区中心医院新生儿科;[2]518045,南华大学深圳市福田区妇幼保健院儿科;",中国新生儿科杂志,新生儿窒息;肿瘤坏死因子α;神经元特异性烯醇化酶;脑功能监测;,,2015,30,5
yycyzx201412039,12,,结构性积极养育计划应用于社区产后访视中对产后抑郁的影响,,刘敬华[1];赵立群[2];彭敏[3];张淼[4];,"[1]广东医学院附属深圳福田人民医院福田社康中心,广东深圳,518033;[2]广东省深圳南山医院粤桂社康中心,广东深圳,518052;[3]广东省深圳南山医院心理科,广东深圳,518052;[4]广东医学院附属深圳福田人民医院福南社康中心,广东深圳,518033;",中国医药导报,结构性产妇积极养育计划;产后抑郁;产后访视;,R749.4,2014,11,12
zjlczz201504001,5,,针刺结合康复训练改善轻度认知功能障碍的疗效观察,10.3969/j.issn.1005-0779.2015.04.001,崔韶阳[1];许明珠[1];彭志华[2];赖新生[3];唐纯志[3];王曙辉[2];钟非[2];,"[1]广东省深圳市福田区中医院，广东深圳518034; 广州中医药大学，广东广州510405;[2]广东省深圳市福田区中医院,广东深圳,518034;[3]广州中医药大学,广东广州,510405;",针灸临床杂志,靳三针疗法;认知训练;轻度认知功能障碍;,R246.6,2015,,4
hsjxzz201411018,17,"ISTIC,PKU",综合干预管理模式对社区慢性糖尿病患者的影响,,谢艳华;戴卫华;张杨;,,护士进修杂志,综合干预;糖尿病;社康中心;社区护理;,R473.2  R587.1,2014,,11
zhlcyszz201507007,3,"ISTIC,PKU",UCA1在肾癌中的表达分析及临床意义研究,10.3877/cma.j.issn.1674-0785.2015.07.007,金露[1];李一帆[1];陈独群[1];苏郑明[2];刘家驹[2];杨尚琪[2];桂耀庭[3];毛向明[2];来永庆[2];,"[1]230032 合肥，安徽医科大学; 518036 广东省，北京大学深圳医院泌尿外科; 518036 广东省，北京大学深圳医院男性生殖实验室;[2]518036 广东省，北京大学深圳医院泌尿外科; 518036 广东省，北京大学深圳医院男性生殖实验室;[3]北京大学深圳医院泌尿外科, 广东省,518036;",中华临床医师杂志（电子版）,肾肿瘤;肿瘤分期;长链非编码RNA;UCA1;,,2015,,7
zjlczz201505003,4,"ISTIC,PKU",腹针治疗颈型颈椎病的疗效及对斜方肌表面肌电图的影响,10.3969/j.issn.1005-0779.2015.05.003,许明珠[1];崔韶阳[2];赖新生[3];唐纯志[3];王曙辉[1];郑盛惠[1];张丽雯[1];郭元琦[4];,"[1]广东省深圳市福田区中医院,广东深圳,518034;[2]广东省深圳市福田区中医院，广东深圳518034; 广州中医药大学，广东广州510405;[3]广州中医药大学,广东广州,510405;[4]香港中文大学中医学院,香港,852852;",针灸临床杂志,颈型颈椎病;针刺;腹针疗法;表面肌电图;,R246.2,2015,,5
nfhlxb201417024,3,"ISTIC,PKU",血浆Orexin A水平与术中知晓的相关性分析,,李向荣[1];王正英[2];李英姿[1];张维[3];金玉珍[4];刘艳春[3];,"[1]南方医科大学附属深圳市宝安人民医院 手术室,广东 深圳,518101;[2]广东医学院附属深圳市西乡人民医院 护理部,广东 深圳,518102;[3]广东医学院附属深圳市西乡人民医院 手术室,广东 深圳,518102;[4]南方医科大学附属深圳市宝安人民医院 普外科,广东 深圳,518101;",护理学报,Orexin A;术中知晓;相关性;全身麻醉;,R472.3,2014,,17
zgxdyyyy201610181,4,"ISTIC,PKU",社区门诊输液护理中应用人性化护理模式的效果,10.14164/j.cnki.cn11-5581/r.2016.10.181,李学文[1];麦艳冰[2];陈月娇[3];,"[1]518106,光明新区人民医院塘尾社区健康服务中心;[2]光明新区人民医院公明社管中心医疗办;[3]光明新区人民医院上村社区健康服务中心;",中国现代药物应用,社区门诊输液;护理;人性化护理模式;效果;,,2016,10,10
syfckzz201410011,30,"ISTIC,PKU",氯米芬和来曲唑在多囊卵巢综合征不孕患者微刺激促排卵中的应用比较,,王国萍;吴瑞芳;汤慧茹;,,实用妇产科杂志,氯米芬;来曲唑;多囊卵巢综合征;不孕;促排卵;,R321,2014,30,10
zhyygrxzz201506009,9,"ISTIC,PKU",血清降钙素原定量检测对血培养预测价值的研究,10.11816/cn.ni.2015-144502,王露霞[1];曾海燕[2];胡塔[3];郭振辉[4];李薇[1];黄晓燕[1];李建勋[1];李理[5];石凌波[6];,"[1]广州军区广州总医院检验科,广东 广州,510010;[2]广州军区广州总医院MICU-广东省老年感染与器官功能支持重点实验室,广东 广州,510010;[3]广州军区广州总医院呼吸科,广东 广州,510010;[4]深圳市光明新区人民医院检验科,广东 深圳,518106;[5]广东省妇幼保健院检验科,广东 广州,510010;[6]广州中医药大学祈福医院检验科,广东 广州,510049;",中华医院感染学杂志,降钙素原;血培养;感染;预测价值;,R446,2015,,6
yydb201404006,4,"ISTIC,PKU",小柴胡汤对2型糖尿病小鼠的作用研究,10.3870/yydb.2014.04.006,齐密霞[1];宁花兰[2];杨艳芳[3];吕丽燕[4];贺敬波[1];,"[1]深圳市宝安区人民医院中医科,深圳,518101;[2]深圳市宝安区人民医院皮肤科,深圳,518101;[3]深圳市宝安区人民医院功能科,深圳,518101;[4]深圳市第五人民医院,深圳,518100;",医药导报,"小柴胡汤;糖尿病,2型;降血糖;过氧化物酶体增殖物激活受体-γ;葡萄糖转运蛋白-4;",R286  R285.5,2014,33,4
hsjxzz201605007,3,"ISTIC,PKU",中医护理对提高类风湿性关节炎患者生活量的临床研究,10.16821/j.cnki.hsjx.2016.05.007,蔡旭[1];肖剑伟[2];郭粉莲[1];叶志中[1];,"[1]广东医学院附属福田医院香蜜湖风湿病分院,广东深圳,518000;[2]广东省深圳市第四人民医院,广东深圳,518000;",护士进修杂志,中医护理;类风湿性关节炎;生活质量;护理;,R248  R593.22,2016,31,5
zgsjjsjbzz201408011,7,"ISTIC,PKU",帕金森病认知障碍弥散张量成像初步研究,10.3936/j.issn.1002-0152.2014.08.010,邓远飞[1];罗筱[1];曾文双[1];陈文鑫[2];陈德杰[1];王成林[3];黄嵘[3];,[1]广东省深圳市北京大学深圳医院特诊老年科 深圳518000;[2]广东省普宁市人民医院神经内科;[3]广东省深圳市北京大学深圳医院影像科;,中国神经精神疾病杂志,帕金森病;认知障碍;弥散张量成像;MoCA量表;,R742.5,2014,,8
yxzs201402012,14,"ISTIC,PKU",早产儿脑白质损伤的发病机制及早期诊断方法的新进展,10.3969/j.issn.1006-2084.2014.02.012,杨芹;,,医学综述,早产儿;脑白质损伤;少突胶质细胞;早期诊断;,R722.6,2014,20,2
hebykdxxb201503013,5,"ISTIC,PKU",甲状腺内纳米炭注射对甲状腺癌手术中甲状旁腺辨识保护的指导作用,,刘晓岭[1];曾资平[2];韩彬[1];于志强[1];韦伟[1];,"[1]北京大学深圳医院甲状腺外科,广东深圳,518036;[2]北京大学深圳医院手术室,广东深圳,518036;",哈尔滨医科大学学报,甲状腺全切除术;中央去淋巴结清扫;甲状旁腺;纳米炭;,R653,2015,49,3
zgcthmrizz201402018,4,"ISTIC,PKU",低剂量CT对儿童腺样体肥大上气道阻塞的客观评价,10.3969/j.issn.1672-5131.2014.02.16,蒋山姗[1];徐嵩[1];丁琼[2];郭建东[1];刘西[1];唐伟华[1];,[1]深圳市福田区中医院放射科;[2]深圳市福田区中医院耳鼻喉科 广东 深圳 518034;,中国CT和MRI杂志,低剂量CT;腺样体肥大;儿童;上气道阻塞;,R766.3,2014,,2
bjmyfxylc201501012,2,"ISTIC,PKU",CK-18(M30)和胰岛素抵抗指数在非酒精性脂肪性肝病CT分级检测中的意义,10.11748/bjmy.issn.1006-1703.2015.01.012,姜健[1];莫莉[1];郭建东[2];,"[1]深圳市福田区中医院检验科,广东深圳,518034;[2]深圳市福田区中医院放射科,广东深圳,518034;",标记免疫分析与临床,非酒精性脂肪性肝病;CK-18;胰岛素抵抗;,,2015,22,1
zgjcyy201514050,0,"ISTIC,PKU",医院护士护理不良事件网络报告现状及影响因素与干预研究,10.3760/cma.j.issn.1008-6706.2015.14.050,杜美芳[1];杨云智[2];张娜雯[1];曹丽[2];曾蓉[2];曹茂成[3];,"[1]深圳市宝安区人民医院心血管内科, 广东省深圳,518101;[2]深圳市宝安区人民医院护理部, 广东省深圳,518101;[3]深圳市宝安区人民医院计管办, 广东省深圳,518101;",中国基层医药,危险处理;局部网络;护士;,,2015,,14
lcysyblxzz201607002,1,"ISTIC,PKU",乳腺癌中Cullin-1的表达及其与预后的关系,10.13315/j.cnki.cjcep.2016.07.002,王新根;周有俭;李静;马红梅;刘曙光;郭东;徐胜美;,,临床与实验病理学杂志,乳腺肿瘤;Cullin-1;预后;组织芯片;,R735.8,2016,32,7
syeklczz201410014,5,"ISTIC,PKU",基于《欧州鼻窦炎和鼻息肉指南2007版》的儿童慢性鼻窦炎治疗的临床研究,10.3760/cma.j.issn.2095-428X.2014.10.014,卢君[1];江远仕[2];林广裕[3];周晓华[3];蔡晓莹[3];黄素红[4];林创兴[3];陈派镇[3];谢金纯[3];,"[1]515800,汕头市澄海区人民医院儿科;[2]汕头大学医学院第二附属医院耳鼻咽喉头颈外科;[3]汕头大学医学院第二附属医院儿科;[4]广东医学院附属福田医院耳鼻喉科;",中华实用儿科临床杂志,"鼻窦炎,慢性;治疗;真实世界研究;儿童;",,2014,29,10
shandyy201516038,14,"ISTIC,PKU",胸腔镜下肺大疱切除术治疗自发性气胸后复发的危险因素分析,10.3969/j.issn.1002-266X.2015.16.031,韩京军;利焕廉;曾娜芬;蔡龙干;,,山东医药,自发性气胸;复发;危险因素;胸腔镜;肺大疱切除术;,R561.4,2015,,16
zgjxwkzz201619014,0,"ISTIC,PKU",“跳跃性”腰椎间盘退变,10.3977/j.issn.1005-8478.2016.19.14,黄健华[1];于滨生[2];,"[1]汕头大学医学院,广东汕头515041;北京大学深圳医院脊柱外科,广东深圳518000;北京大学深圳医院深圳市脊柱外科重点实验室,广东深圳518000;[2]北京大学深圳医院脊柱外科,广东深圳518000;北京大学深圳医院深圳市脊柱外科重点实验室,广东深圳518000;",中国矫形外科杂志,椎间盘退变;跳跃性;腰背痛;,R681.5,2016,24,19
zgcjwsbj201402034,5,"ISTIC,PKU",社区慢性病健康管理引入首诊负责制适宜技术模式的效果评价,10.3969/j.issn.1001-568X.2014.02.0034,王贤初[1];陈燕[2];巫云辉[1];邱德星[1];李宝琪[1];陈能栋[3];肖森林[2];,[1]深圳市光明新区人民医院社康管理中心 广东 深圳 518106;[2]深圳市光明新区人民医院下村社康中心 广东 深圳 518106;[3]深圳市光明新区人民医院马山头社康中心 广东 深圳 518106;,中国初级卫生保健,慢性病;健康管理;首诊负责制;适宜技术;,R181.3+7,2014,28,2
zgsyzdx201510033,3,"ISTIC,PKU",经阴道三维彩超联合超声造影在盆腔静脉瘀血综合征诊断中的价值,,石宇[1];郑艳[2];蔡华丽[1];孔凤贝[1];杨晓东[1];李环[3];张蒂荣[1];陈芸[1];,"[1]北京大学深圳医院 超声影像科,广东 深圳,518036;[2]吉林大学中日联谊医院 麻醉科;[3]北京大学深圳医院 妇产科,广东 深圳,518036;",中国实验诊断学,经阴道三维彩超;超声造影;盆腔静脉淤血综合征;,R711.33,2015,,10
dyjydxxb201403018,6,"ISTIC,PKU",子宫内膜异位症患者体质量指数与体外受精-胚胎移植周期临床结局的关系,10.3969/j.issn.1673-4254.2014.03.18,侯震晖[1];全松[2];钱卫平[3];杨伟洪[3];许丽燕[3];曹炎陪[4];,"[1]南方医科大学南方医院妇产科生殖中心，广东 广州 510515; 北京大学深圳医院生殖医学科，广东 深圳518036;[2]南方医科大学南方医院妇产科生殖中心,广东 广州,510515;[3]北京大学深圳医院生殖医学科,广东 深圳,518036;[4]广州医学院第一临床医学院,广东 广州,510120;",南方医科大学学报,子宫内膜异位症;体外受精-胚胎移植;体质量指数;,,2014,,3
zglnxzz201507106,4,"ISTIC,PKU",某院2013年中老年抗高血压药物处方分析,10.3969/j.issn.1005-9202.2015.07.104,白瑶[1];龚继军[2];刘玉琴[1];,"[1]北京大学深圳医院药剂科,广州 深圳,518036;[2]北京大学深圳医院超声影像科;",中国老年学杂志,高血压;门诊处方;合理用药;,R544.1+1,2015,,7
zhcrbzz201509005,2,"ISTIC,PKU",鼻病毒所致儿童中枢神经系统感染的病原学及临床特点分析,10.3760/cma.j.issn.1000-6680.2015.09.004,吴家敏[1];林广裕[1];蔡晓莹[1];谢金纯[1];林创兴[1];陈派镇[1];周晓华[1];陆学东[2];,"[1]515041,汕头大学医学院第二附属医院儿科;[2]广东医学院附属福田医院检验科;",中华传染病杂志,"鼻病毒属;脑炎 ,病毒性;儿童;基因分型;临床分析;",,2015,,9
zgqkyx201507032,4,"ISTIC,PKU",外阴阴道念珠菌病的念珠菌种类及抗真菌药物敏感性分析,10.3969/j.issn.1007-9572.2015.07.025,刘小平[1];樊尚荣[2];彭燕婷[2];张慧萍[2];,"[1]北京大学深圳医院检验科,广东省深圳市,518036;[2]北京大学深圳医院妇产科,广东省深圳市,518036;",中国全科医学,"念珠菌病,外阴阴道;念珠菌属;敏感性;",R519.3,2015,,7
zgjcyy201403025,1,"ISTIC,PKU",负压封闭引流术用于开放性骨折合并软组织缺损患者治疗效果观察,10.3760/cma.j.issn.1008-6706.2014.03.025,谭卫仙[1];周海宁[1];吴少科[2];曾伟清[3];周嘉燕[4];,"[1]广东医学院附属医院麻醉手术室,广东省湛江,524001;[2]广东医学院附属医院骨科,广东省湛江,524001;[3]广东省深圳市光明新区人民医院骨科;[4]广东省深圳市光明新区人民医院手术室;",中国基层医药,引流术;骨折;软组织损伤;,,2014,21,3
zgzyjz201504050,0,"ISTIC,PKU",腹针结合中频脉冲电治疗颈型颈椎病患者临床观察?,10.3969/j.issn.1004-745X.2015.04.050,许明珠[1];崔韶阳[2];赖新生[3];唐纯志[3];王曙辉[1];郑盛惠[1];张丽雯[1];郭元琦[4];,"[1]广东省深圳市福田区中医院,广东 深圳,518034;[2]广东省深圳市福田区中医院，广东 深圳 518034; 广州中医药大学，广东 广州 510405;[3]广州中医药大学,广东 广州,510405;[4]香港中文大学中医学院,香港,999077;",中国中医急症,颈型颈椎病;针刺;腹针疗法;中频脉冲电治疗;表面肌电图;,R246,2015,,4
gwyx-nxgjbfc201511012,1,"ISTIC,PKU",炎性肠病与脑血管病,10.3760/cma.j.issn.1673-4165.2015.11.012,刘洪涛;,,国际脑血管病杂志,"炎性肠疾病;结肠炎,溃疡性;Crohn病;颅内栓塞和血栓形成;静脉血栓形成;窦血栓形成,颅内;抗凝药;危险因素;",,2015,23,11
