唯一标志,被引用次数,期刊等级,题名,doi,作者,作者单位,期刊,关键字,分类号,年,卷,期
syswkzz201503010,1,"ISTIC,PKU",自体甲床移植在手外伤甲床缺损中的应用,10.3969/j.issn.1671-2722.2015.03.008,刘明龙;王利;张咸中;杨小文;陈景涛;汪平;,,实用手外科杂志,甲床缺损;自体甲床;移植;显微外科;,,2015,,3
qlhlzz201413035,1,"ISTIC,PKU",黄芪牛皮生肌膏外敷联合旋磁光子热疗仪治疗糖尿病足30例临床护理,10.3969/j.issn.1006-7256.2014.13.032,廖晓英[1];李清秋[2];张敬芳[3];杜韦静[1];,[1]南方医科大学深圳恒生医院 广东深圳518102;[2]荆门市第二人民医院;[3]荆楚理工学院;,齐鲁护理杂志,糖尿病足;黄芪牛皮生肌膏;旋磁光子热疗仪;护理;,R473.5,2014,,13
hnzy201410076,2,"ISTIC,PKU",熏洗疗法在肛肠疾病中的应用,,杜韦静;,,河南中医,肛肠疾病;熏洗疗法;痔洗方;,R269.571.8,2014,34,10
yxxxzz201544487,0,"ISTIC,PKU",临床护理路径在传染性肺结核护理中的应用效果分析,10.3969/j.issn.1006-1959.2015.44.487,陈慈琴;,,医学信息,临床护理路径;传染性肺结核;应用效果;,,2015,,44
gdyx201515044,2,"ISTIC,PKU",不同温度灌注液对宫腔镜手术患者体温的影响,,张韵;王宝君;刘艳嫦;周亮;杨耐梅;,,广东医学,宫腔镜术;灌注液;体温;寒战;,,2015,36,15
hljyx201503038,1,"ISTIC,PKU",疏血通联合前列地尔治疗椎基底动脉缺血性眩晕临床效果观察,10.3969/j.issn.1004-5775.2015.03.038,郭浩[1];蔺慧[2];,"[1]咸阳市第一人民医院,陕西 咸阳,712000;[2]暨南大学附属深圳华侨医院,广东 深圳,518111;",黑龙江医学,疏血通;前列地尔;椎基底动脉缺血性眩晕;疗效;,R741,2015,,3
zhsywk201506041,2,"ISTIC,PKU",脂氧素受体激动剂BML-111缓解大鼠失血性休克复苏后肝脏损伤和炎性反应,10.3760/cma.j.issn.1001-9030.2015.06.041,黄晓雷;陈岱莉;齐晓非;曹君;李元涛;,,中华实验外科杂志,BML-111;失血性休克;肝脏;炎性反应;,,2015,32,6
xdfckjz201508006,5,"ISTIC,PKU",不同手术方式治疗剖宫产术后子宫切口憩室的疗效比较,10.13283/j.cnki.xdfckjz.2015.08.005,姚秀华;祝文峰;黄卓敏;江旋;,,现代妇产科进展,子宫切口憩室;宫腔镜;腹腔镜;阴式手术;,R719.8,2015,,8
sxzlyx201513030,0,"ISTIC,PKU",胰腺导管内黏蛋白性乳头状瘤CT、MRI诊断及鉴别诊断（附6例报告）,10.3969/j.issn.1672-4992.2015.13.30,陆永文[1];谢乐华[2];,"[1]深圳博爱医院影像科,广东深圳,518000;[2]南方医科大学附属深圳恒生医院影像科,广东深圳,518100;",现代肿瘤医学,胰腺;乳头状瘤;体层摄影术;磁共振成像;,R735.9,2015,,13
zhptwkxwx201406005,1,"ISTIC,PKU",多学科联合治疗门脉高压症出血--门脉高压症出血治疗中的问题与对策,10.3877/cma.j.issn.1674-0793.2014.06.004,王成友;张大江;,,中华普通外科学文献（电子版）,,,2014,,6
slyyxzz201608005,0,"ISTIC,PKU",尿RANTES水平与狼疮肾炎病理类型的相关性研究,10.3969/j.issn.1004-4337.2016.08.005,邵雷[1];陈雄[1];黄红霞[2];黄耿[1];李萍华[1];何成文[1];潘富林[1];,[1]深圳市龙岗区人民医院 深圳518172;[2]深圳华侨医院;,数理医药学杂志,尿RANTES;狼疮肾炎;LN病理类型;,R692.3+9,2016,29,8
gwyx-lcsw201402018,1,"ISTIC,PKU",TK1、HPV、SCC联合检测在宫颈鳞状细胞癌临床诊断中的应用探讨,10.3969/j.issn.1673-4130.2014.02.018,张光辉[1];刘炜[2];,"[1]深圳恒生医院检验科,广东深圳,518102;[2]广东医学院检验学院,广东东莞,523808;",国际检验医学杂志,"胸苷激酶;乳头状瘤病毒科;癌,鳞状细胞;",,2014,,2
zgwstxzz201507033,0,"ISTIC,PKU",四种商业化生殖道支原体检测试剂盒的评价,10.13381/j.cnki.cjm.201507033,聂署萍;周伟泽;王琼;凌利芬;范菲楠;黄烈;吴润香;,,中国微生态学杂志,解脲支原体;人型支原体;泌尿生殖道感染;,R446.5,2015,27,7
xsekzz201505003,7,"ISTIC,PKU",影响1min Apgar评分0～1分新生儿的围产期因素及复苏后结局分析,10.3969/j.issn.1673-6710.2015.05.003,余彦亮;张谦慎;杨传忠;朱小瑜;,,中国新生儿科杂志,阿普加评分;新生儿窒息;复苏术;预后;,,2015,30,5
zgylmr201405068,1,"ISTIC,PKU",控制动脉血流的动脉化静脉皮瓣应用研究,,梁启善[1];杨小文[2];王凤梅[1];赖庆刚[1];刘明龙[2];丁军[2];伍利梅[1];胡明兴[1];杜明江[1];,"[1]涪陵郭昌毕骨伤科医院,重庆,408000;[2]暨南大学附属深圳华侨医院 手足显微外科,广东 深圳,518111;",中国医疗美容,动脉化静脉皮瓣;移植;显微外科手术;,,2014,,5
xdmnwkzz201505019,1,"ISTIC,PKU",青少年原发性精索静脉曲张的治疗进展,10.3969/j.issn.1009-8291.2015.05.019,徐其涛(综述)[1];李守林(审校)[2];,"[1]汕头大学医学院,广东汕头,515041;[2]广东省深圳市深圳儿童医院泌尿外科,广东深圳,518026;",现代泌尿外科杂志,精索静脉曲张;青少年;生育力;睾丸萎缩;追赶性生长;,R699,2015,,5
hnyx201403011,3,"ISTIC,PKU",老年脑梗死隐性误吸的高危因素临床研究,10.3969/j.issn.1671-7171.2014.03.011,李爱东[1];黄宗青[2];肖剑伟[2];张志[2];周国强[2];张娟[2];刘洪涛[2];,"[1]深圳福田人民医院香蜜湖分院康复科,广东 深圳,518048;[2]广东医学院附属深圳福田医院神经内科,广东 深圳,518033;",医学临床研究,脑梗死;老年人;,R743.33,2014,,3
sxykdxxb201503023,1,"ISTIC,PKU",阴道斜隔综合征伴输尿管异位开口1例报道并文献复习,10.13753/j.issn.1007-6611.2015.03.023,徐其涛;姜俊海;卢可士;王浩;刘晓东;李守林;,,山西医科大学学报,阴道斜隔综合征;双子宫;输尿管异位开口;生殖道畸形;,R711.1,2015,,3
jbkzzz201511013,4,"ISTIC,PKU",深圳市低出生体重影响因素的配对病例对照研究,10.16462/j.cnki.zhjbkz.2015.11.013,姜蕾;陈斌;赵光临;任晓慧;,,中华疾病控制杂志,出生体重;危险因素;病例对照研究;,R72  R181,2015,19,11
yiyqy201413067,1,"ISTIC,PKU",剖宫产术后子宫切口憩室的两种手术方式比较,10.3969/j.issn.2095-1752.2014.13.067,刘玉红;,,医药前沿,剖宫产术后;子宫切口憩室;宫腔镜;阴式手术;,R719,2014,,13
zgshywzz201605012,1,"ISTIC,PKU",菟丝子提取物含药血清对人早孕滋养层细胞增殖及凋亡的影响,10.3969/j.issn.1005-1678.2016.05.12,刘新玉[1];刘昱磊[1];罗颂平[2];,"[1]南方医科大学附属深圳妇幼保健院中医科,广东深圳,518038;[2]广州中医药大学第一附属医院妇产科,广东广州,510405;",中国生化药物杂志,菟丝子;细胞滋养层细胞;总提物;总黄酮;总多糖;,R285,2016,,5
hkhtyy201410073,1,"ISTIC,PKU",中晚期鼻咽癌同步放化疗的护理干预效果分析,10.3969/j.issn.2095-1434.2014.10.073,叶秋丽;黎廷珍;,,航空航天医学杂志,中晚期鼻咽癌;同步放化疗;护理干预疗效;,R473.76,2014,,10
zgwsbzgl201515153,0,"ISTIC,PKU",冠状动脉狭窄诊断中应用256层CT与常规冠状动脉造影的效果比较,10.3969/j.issn.1674-9316.2015.15.153,周学军[1];刘娅[2];何武[2];陆雄伟[2];梁金基[2];,[1]136200吉林省东辽县人民医院放射科;[2]518111暨南大学附属深圳华侨医院放射科;,中国卫生标准管理,冠状动脉狭窄;256层CT;CCA;,R541.4,2015,,15
zgfybj201423023,5,"ISTIC,PKU",小儿骨密度相关影响因素分析,10.7620/zgfybj.j.issn.1001-4411.2014.23.23,黄桂芳;李海飞;刘一心;,,中国妇幼保健,骨密度;影响因素;小儿;,R174,2014,29,23
zgsyzdx201511026,1,"ISTIC,PKU",儿童血清25羟基维生素 D 水平及其基因多态性与哮喘的相关性研究,,赵宏霞;陈晓锐;吴春远;庄哈娜;,,中国实验诊断学,儿童;哮喘;25 羟基维生素 D;基因多态性;,R725.6,2015,,11
tjykdxxb201504016,1,"ISTIC,PKU",利多卡因对自发性及催产素诱发人子宫平滑肌收缩的影响,10.3870/j.issn.1672-0741.2015.04.016,黄晓雷;李元涛;李泳;齐晓非;亚杰;吴铭广;,,华中科技大学学报（医学版）,利多卡因;催产素;子宫平滑肌细胞;钙离子;,R339.2,2015,,4
gwyx-fybj201402001,7,"ISTIC,PKU",强化母乳对早产儿早期生长影响的Meta分析,10.3969/j.issn.1673-5293.2014.02.001,蒋雪明[1];刘一心[2];林艳[2];,"[1]南方医科大学,广东广州,510515;[2]南方医科大学附属深圳妇幼保健院,广东深圳,518038;",中国妇幼健康研究,母乳;早产儿;强化剂;早产儿配方乳;Meta分析;,R174.4,2014,,2
zgfybj201425031,5,"ISTIC,PKU",智护训练在新生儿生长发育中的效果观察,10.7620/zgfybj.j.issn.1001-4411.2014.25.31,黄桂芳;李海飞;李金华;,,中国妇幼保健,智护训练;新生儿;生长发育;,R722,2014,29,25
zhsywk201504038,1,"ISTIC,PKU",右旋美托咪啶缓解内毒素休克大鼠海马炎性反应及认知功能损伤,10.3760/cma.j.issn.1001-9030.2015.04.038,陈岱莉;黄晓雷;齐晓非;曹君;李元涛;,,中华实验外科杂志,右旋美托咪啶;内毒素休克;海马;炎性反应;,,2015,32,4
zhwcyxzz201610007,0,"ISTIC,PKU",超早产儿和超低出生体重儿存活情况和住院并发症分析,10.3760/cma.j.issn.1007-9408.2016.10.007,张应绩;杨传忠;李欢;石玉萍;黄智峰;熊小云;余霞娟;朱小瑜;,,中华围产医学杂志,"婴儿,超早产;婴儿,超低出生体重;存活率;死亡率;重症监护病房,新生儿;",,2016,19,10
zhwcyxzz201610005,0,"ISTIC,PKU",极低出生体重儿在产房/手术室的保暖策略,10.3760/cma.j.issn.1007-9408.2016.10.005,张谦慎;,,中华围产医学杂志,@@;,,2016,19,10
zgddekzz201504021,3,"ISTIC,PKU",深圳市2003~2013年5岁以下儿童死亡监测结果分析,10.7499/j.issn.1008-8830.2015.04.020,刘一心;蒋雪明;,,中国当代儿科杂志,死亡率;监测;儿童;,,2015,,4
syfckzz201610010,0,"ISTIC,PKU",视黄醇结合蛋白4在妊娠期糖尿病孕妇不同孕周中的表达及其与糖代谢指标的相关性,,杜习羽;董玉楠;肖立;冷灵芝;,,实用妇产科杂志,视黄醇结合蛋白4;妊娠期糖尿病;胰岛素抵抗;,R714.25,2016,32,10
syswkzz201403001,0,"ISTIC,PKU",产瘫A型Ⅳ度伤手术技巧,10.3969/j.issn.1671-2722.2014.03.001,张咸中[1];周学军[2];,"[1]暨南大学附属深圳华侨医院手外科,广东深圳,518111;[2]东辽县医院放射科,吉林辽源,361200;",实用手外科杂志,产瘫;A型Ⅳ度;手术技巧;,,2014,28,3
lnxxgbzz201403037,2,,两种输注方法对预防胺碘酮静脉给药所致静脉炎的对比研究,10.3969/j.issn.1007-9688.2014.03.037,胡淑芬;游莉;吴施惠;,,岭南心血管病杂志,胺碘酮;静脉炎;预防;护理分享到;,R543.6,2014,20,3
zhwcyxzz201609016,0,"ISTIC,PKU",“国家临床重点专科学术直通车”首次开进南疆,10.3760/cma.j.issn.1007-9408.2016.09.016,黄智峰;杨传忠;朱小瑜;,,中华围产医学杂志,@@;,,2016,19,9
syfknfm-e201611048,0,"ISTIC,PKU",对比GnRH激动剂长方案与GnRH拮抗剂方案在PCOS患者行IVF-ET中的疗效,10.3969/j.issn.2095-8803.2016.11.048,张惠玲;,,实用妇科内分泌电子杂志,GnRH激动剂长方案;GnRH拮抗剂方案;PCOS患者;IVF-ET;,R979.2  R711.6,2016,3,11
tjykdxxb201604022,0,"ISTIC,PKU",采用ASQ-3对2246例深圳市3～4月龄婴儿发育筛查结果的分析,10.3870/j.issn.1672-0741.2016.04.022,邓文娇;王虹;蔡瑾瑜;,,华中科技大学学报（医学版）,婴儿;年龄与发育进程问卷;发育筛查;影响因素;,R339.31,2016,45,4
zgswyxgcxb201604004,0,"ISTIC,PKU",基于特征融合和判别式学习的胎盘成熟度自动分级,10.3969/j.issn.0258-8021.2016.04.004,李婉君[1];汪天富[1];倪东[1];陈思平[1];雷柏英[1];姚远[2];,"[1]深圳大学医学部生物医学工程学院,广东省生物医学信息检测和超声成像重点实验室,广东深圳518060;[2]深圳妇幼保健院超声科,南方医科大学附属医院,广东深圳518060;",中国生物医学工程学报,胎盘成熟度评估;特征融合;多层Fisher向量;彩色多普勒能量成像;,R318,2016,35,4
zgswyxgcxb201604004,0,"ISTIC,PKU",基于特征融合和判别式学习的胎盘成熟度自动分级,10.3969/j.issn.0258-8021.2016.04.004,李婉君[1];汪天富[1];倪东[1];陈思平[1];雷柏英[1];姚远[2];,"[1]深圳大学医学部生物医学工程学院,广东省生物医学信息检测和超声成像重点实验室,广东深圳518060;[2]深圳妇幼保健院超声科,南方医科大学附属医院,广东深圳518060;",中国生物医学工程学报,胎盘成熟度评估;特征融合;多层Fisher向量;彩色多普勒能量成像;,R318,2016,35,4
syyxzz201422041,1,"ISTIC,PKU",口服对乙酰氨基酚治疗早产儿动脉导管未闭的效果及安全性,10.3969/j.issn.1006-5725.2014.22.41,赵捷;杨传忠;张谦慎;连朝辉;董国庆;,,实用医学杂志,对乙酰氨基酚;布洛芬;早产儿;动脉导管未闭;,,2014,,22
xdmnwkzz201504006,0,"ISTIC,PKU",肉毒素A治疗神经源性膀胱过度活动症的系统评价,10.3969/j.issn.1009-8291.2015-04-003,徐其涛[1];罗娜[1];姜俊海[2];李守林[2];,"[1]汕头大学医学院;[2]深圳儿童医院泌尿外科,广东深圳,518026;",现代泌尿外科杂志,A型肉毒素;神经源性;膀胱过度活动;尿失禁;Meta分析;,R694,2015,,4
zhwcyxzz201606019,0,"ISTIC,PKU",心脏移植术后妊娠活产分娩一例,10.3760/cma.j.issn.1007-9408.2016.06.017,王晨虹;廖运先;,,中华围产医学杂志,@@;,,2016,19,6
zgddekzz201406009,4,"ISTIC,PKU",超未成熟儿的生存状况与预后影响因素分析,10.7499/j.issn.1008-8830.2014.06.007,崔银珠;张谦慎;贺红云;陈春;,,中国当代儿科杂志,胎龄;存活率;产前激素;预后;超未成熟儿;,,2014,,6
zhyxycx201404002,1,"ISTIC,PKU",一个多巴反应性肌张力障碍家系的GCH1基因新突变研究,10.3760/cma.j.issn.1003-9406.2014.04.002,吴维青[1];韩春锡[2];郝颖[1];谢建生[1];徐志勇[1];耿茜[1];,"[1]南方医科大学附属深圳妇幼保健院中心实验室, 广东省深圳市,518028;[2]深圳市儿童医院神经肌肉疾病研究室;",中华医学遗传学杂志,多巴反应性肌张力障碍;GCH1基因;基因突变;,,2014,31,4
zgjhsyxzz201602009,0,"ISTIC,PKU",年轻妇女宫颈鳞状上皮内病变、宫颈癌组织中P16InK4a和Ki-67的表达及其预测作用,10.3969/j.issn.1004-8189.2016.01,姚秀华[1];黄卓敏[1];王耀楷[1];张江宇[2];,[1]南方医科大学附属深圳妇幼保健院妇科 518000;[2]广东省妇幼保健院病理科;,中国计划生育学杂志,P16InK4a蛋白;Ki-67;年轻妇女;宫颈鳞状上皮病变(宫颈上皮内瘤变);宫颈癌;,,2016,24,2
xejjyx201410003,6,"ISTIC,PKU",新生儿常见肺疾病的呼吸支持策略,10.3760/cma.j.issn.1673-4912.2014.10.003,杨传忠;,,中国小儿急救医学,"机械通气;肺疾病;婴儿,新生;",,2014,21,10
zhwcyxzz201601004,0,"ISTIC,PKU",第九期“美国新生儿复苏教程高级师资培训班”纪要,10.3760/cma.j.issn.1007-9408.2016.01.004,林冰纯;杨传忠;朱小瑜;,,中华围产医学杂志,,,,,
zgfybj201510027,2,"ISTIC,PKU",深圳6～36月龄儿童营养状况与微营养素摄入情况分析,10.7620/zgfybj.j.issn.1001-4411.2015.10.27,刘一心;蒋雪明;李海飞;邓文娇;陈杰生;,,中国妇幼保健,婴幼儿;生长发育;微营养素;膳食调查;,R174,2015,30,10
syxnfxgbzz201404014,7,"ISTIC,PKU",老年脑梗死患者隐性误吸与吞咽异常模式的相关性研究,10.3969/j.issn.1008-5971.2014.04.014,李爱东[1];黄宗青[2];陈月馨[1];罗慧瑜[1];董慧娟[1];周敏[1];,"[1]518048,广东省深圳市福田人民医院香蜜湖分院康复科;[2]广东医学院附属深圳福田医院神经内科;",实用心脑肺血管病杂志,脑梗死;老年人;误吸;吞咽障碍;吞咽X线荧光透视检查;,R743.33,2014,22,4
yydb2015z1003,0,"ISTIC,PKU",七氟烷保护缺氧性耳蜗损害新生鼠作用机制,10.3870/j.issn.1004-0781.2015.z1.003,陈岱莉;黄晓雷;孟馨;李元涛;苏娇玲;曹君;,,医药导报,七氟烷;一氧化氮合酶;耳蜗;镇痛;,R971.2  R965,2015,34,z1
scyxzz201420056,4,"ISTIC,PKU",64层螺旋CT多平面及曲面重建在急性阑尾炎诊断中的应用,10.13214/j.cnki.cjotadm.2014.20.054,李德福;,,中国伤残医学,阑尾炎;平面重建;曲面重建;应用;,R574.61,2014,,20
zwjkwz201403059,0,"ISTIC,PKU",医护一体化分层级责任制护理在外科护理中的应用,,贺懿萍;赵丹娜;李燕;,,中外健康文摘,医护一体化;分层级责任制;外科护理;,R473.6,2014,,3
xdfckjz201509011,2,"ISTIC,PKU",中期妊娠合并胎盘植入的临床分析,10.13283/j.cnki.xdfckjz.2015.09.011,姚秀华[1];祝文峰[1];黄卓敏[1];黄山鹰[1];孙晓峰[2];,"[1]南方医科大学附属深圳妇幼保健院妇科,深圳,518000;[2]广州中医药大学附属第一医院妇产科,广州,510000;",现代妇产科进展,胎盘植入;中期妊娠;诊断;治疗;宫内感染;,R714,2015,,9
zhcsyx201507018,0,"ISTIC,PKU",声脉冲辐射力成像对正常胎盘及重度子痫前期患者胎盘功能的初步研究,10.3760/cma.j.issn.1004-4477.2015.07.017,袁鹰[1];刘华[2];李胜利[1];文华轩[1];郑美玉[1];陈琮瑛[1];毕静茹[1];郑琼[1];余蓉[1];,"[1]南方医科大学附属深圳妇幼保健院超声科, 深圳,518028;[2]深圳市南山区妇幼保健院儿科;",中华超声影像学杂志,"超声检查,产前;胎盘;重度子痫前期;声脉冲辐射力成像;",,2015,,7
gwyx-lcsw201421040,1,"ISTIC,PKU",全自动血液分析仪检测特殊体液有核细胞与手工法的结果比对,10.3969/j.issn.1673-4130.2014.21.038,陈群[1];聂署萍[2];张志城[1];邓宝佳[1];,"[1]深圳市龙岗区第二人民医院,广东深圳,518112;[2]广东医学院附属深圳福田医院,广东深圳,518033;",国际检验医学杂志,特殊体液;有核细胞;细胞计数;细胞分类;,,2014,,21
wjyx201403005,6,"ISTIC,PKU",儿童哮喘急性发作布地奈德+沙丁胺醇及甲泼尼龙疗效比较,,陈晓锐;赵宏霞;,,武警医学,哮喘;不同剂量;布地奈德;吸入治疗;甲基强的松龙;空腹血糖;儿童;,R562.65,2014,25,3
cswkzz201606010,0,"ISTIC,PKU",老年妇女骨密度和髋部骨折的相关性分析,10.3969/j.issn.1009-4237.2016.06.010,汪曾荣[1];周序玲[1];郑汉雄[1];何勇[2];黄爱军[1];吴伟嘉[1];彭志涛[1];曾瑞芬[1];陈庠仑[1];,"[1]广东医学院附属深圳福田医院骨科,广东深圳,518033;[2]深圳市罗湖区人民医院骨科,广东,518001;",创伤外科杂志,髋部骨折;骨质疏松;老年妇女;骨密度;相关性;,R683,2016,18,6
zgfybj201616049,1,"ISTIC,PKU",IL-6及其-174G/C基因多态性与儿童肥胖胰岛素抵抗的关系,10.7620/zgfybj.j.issn.1001-4411.2016.16.49,陆喜燕;董国庆;李坚旭;钟丽华;,,中国妇幼保健,IL-6;基因多态性;肥胖;胰岛素抵抗;儿童;,R725.8,2016,31,16
zgcsyxzz201411022,0,"ISTIC,PKU",直肠前后径在肛门直肠畸形中的诊断价值,,袁鹰;李胜利;文华轩;毕静茹;郑琼;余蓉;官勇;,,中国超声医学杂志,肛门直肠畸形;直肠前后径;产前诊断;,,2014,30,11
zgsyzdx201410029,0,"ISTIC,PKU",支气管哮喘儿童的IL-17 F基因突变分析,,赵宏霞;刘瑜;庄哈娜;,,中国实验诊断学,哮喘;IL-17F基因;突变;DNA序列分析;,R562.2+5,2014,,10
zgjhsyxzz201407003,0,"ISTIC,PKU",多重探针连接依赖式扩增技术检测矮小儿童生长激素受体基因分析,10.3969/j.issn.1004-8189.2014.07,邱明慧;董国庆;陆喜燕;黄爱娣;李坚旭;谢建生;,,中国计划生育学杂志,矮小;多重探针连接依赖式扩增技术;生长激素受体;基因;多态性;,,2014,22,7
zgrsghbzz201406004,0,"ISTIC,PKU",广州管圆线虫雌性成虫肌蛋白-1基因的克隆表达及免疫学效应分析,10.3969/cjz.j.issn.1002-2694.2014.06.004,李素丽[1];詹希美[2];李海飞[1];,"[1]南方医科大学附属深圳妇幼保健院中心实验室,深圳,518048;[2]中山大学中山医学院寄生虫学教研室,广州,510080;",中国人兽共患病学报,广州管圆线虫;雌性成虫肌蛋白-1;基因克隆;原核表达;免疫诊断;,R383.1,2014,30,6
zgfybj201604035,1,"ISTIC,PKU",深圳市150例早产儿出院后不同乳品对其早期生长的影响,10.7620/zgfybj.j.issn.1001-4411.2016.04.35,蒋雪明;刘一心;,,中国妇幼保健,早产儿;出院后;母乳喂养;强化营养;,R179,2016,31,4
zhyxycx201403006,0,"ISTIC,PKU",一个Cockayne综合征新发突变家系的临床及遗传学分析,10.3760/cma.j.issn.1003-9406.2014.03.006,陈丽媛[1];蔚珊珊[2];吴维青[3];耿茜[3];罗福薇[3];谢建生[3];,"[1]广州医科大学;[2]深圳华大基因研究院;[3]南方医科大学附属深圳妇幼保健院深圳出生缺陷预防控制重点实验室, 广东省深圳市,518028;",中华医学遗传学杂志,Cockayne综合征;切除修复交叉互补6基因;基因突变;全外显子组测序;,,2014,31,3
zhmzxzz98201404014,0,"ISTIC,PKU",脊髓烟酰胺腺嘌呤二核苷酸磷酸氧化酶在大鼠糖尿病神经痛维持中的作用,10.3760/cma.j.issn.0254-1416.2014.04.014,黄晓雷[1];李晓芸[2];吴铭广[1];文亚杰[1];齐晓非[1];胡薇[1];李元涛[1];,"[1]518028,南方医科大学附属深圳妇幼保健院麻醉科;[2]中山大学附属第三医院麻醉科;",中华麻醉学杂志,氧化还原酶类;糖尿病;神经痛;脊髓;,,2014,34,4
syeklczz201402003,0,"ISTIC,PKU",心肺复苏和小儿脑死亡,10.3760/cma.j.issn.2095-428X.2014.02.003,张谦慎;,,中华实用儿科临床杂志,心肺复苏;脑死亡;婴幼儿;,,2014,29,2
zgyyzn201431056,3,"ISTIC,PKU",小儿支气管哮喘与呼吸道感染关系的临床研究,,高俊山[1];樊瑞红[2];,"[1]南方医科大学附属深圳恒生医院,广东深圳,518102;[2]深圳市宝安区西乡人民医院黄麻布社康,广东深圳,518102;",中国医药指南,小儿支气管哮喘;呼吸道感染;关系;,R725.6,2014,,31
gwyx-hlxfc201515032,4,"ISTIC,PKU",量化健康教育在妊娠期糖尿病护理中的应用,10.3760/cma.j.issn.1673-4351.2015.15.032,李玉凤;靳淑雁;潘利云;肖楚红;刘巧玲;,,国际护理学杂志,量化健康教育;妊娠期糖尿病;随机健康教育;,R473.71,2015,,15
zgfybj201603002,1,"ISTIC,PKU",基于GIS的深圳市出生缺陷监测系统的建立,10.7620/zgfybj.j.issn.1001-4411.2016.03.02,林艳;刘一心;袁世新;赵光临;,,中国妇幼保健,GIS;出生缺陷;网格分析;,R715.8,2016,31,3
sxhlzz201514015,4,"ISTIC,PKU",产后管理干预在妊娠期糖尿病妇女中的应用,10.3969/j.issn.10096493.2015.14.015,丁蓉;邬俏璇;曾倩;杨晓红;张蓓;宁立罚;,,护理研究,妊娠期糖尿病;产后管理;体重指数;血糖;,R473.71,2015,,14
xdzdyzl201516107,3,"ISTIC,PKU",弹性髓内钉在儿童长骨骨折治疗中的应用,,付桂兵;吴德超;,,现代诊断与治疗,长骨骨折;内固定;钛合金弹性髓内钉;,R726.8,2015,26,16
jkr201524037,2,"ISTIC,PKU",针灸结合Maitland手法治疗神经根型颈椎病的效果分析,,严国强;何天伟;田晓琼;,,中国当代医药,针灸;Maitland手法;神经根型颈椎病;效果;,R681.5,2015,22,24
xdyyyxx201503014,2,"ISTIC,PKU",MR扩散加权成像及表观弥散系数值在乳腺病变诊断中的应用,,谢乐华[1];陆永文[2];肖湘生[3];曹波[1];黄耀明[1];,[1]南方医科大学附属深圳恒生医院影像科 广东深圳518102;[2]深圳市博爱医院放射科 518001;[3]上海第二军医大学长征医院 上海200003;,现代医用影像学,磁共振成象;乳腺;扩散加权成像;表观弥散系数值;,,2015,24,3
zgfybj201613064,1,"ISTIC,PKU",母乳喂养门诊国内外发展现状,10.7620/zgfybj.j.issn.1001-4411.2016.13.64,邬俏璇;张瑜君;龙云;蔡贤兵;,,中国妇幼保健,母乳喂养;门诊;母乳喂养率;,R174,2016,31,13
gwyx-fckx201404024,4,"ISTIC,PKU",子宫内膜癌化疗进展,,郝曼[1];金平[2];,"[1]730000,兰州大学第一医院妇产科;[2]南方医科大学附属深圳妇幼保健院;",国际妇产科学杂志,"子宫内膜肿瘤;癌;抗肿瘤联合化疗方案;化学疗法,肿瘤,局部灌注;分子靶向治疗;",,2014,,4
zwyxyj201503038,2,"ISTIC,PKU",围绝经期和绝经后期妇女防治骨质疏松用药调查,10.14033/j.cnki.cfmr.2015.03.038,李鸿霞;朱翠凤;李莎;,,中外医学研究,骨折;围绝经期;绝经后期;钙剂;维生素D;,R580,2015,,3
tlsjyyj201512077,3,"ISTIC,PKU",超声引导下改良 Seldinger 技术与传统PICC 置管技术的临床效果比较,10.3969/j.issn.1672-9676.2015.12.073,钟春嫦;王恩礼;陈玉;肖宏;刘海英;,,护理实践与研究,超声;改良Seldinger技术;PICC置管;,,2015,,12
zgfybj201623083,0,"ISTIC,PKU",深圳市女性公务员高危型乳头瘤病毒感染调查分析,10.7620/zgfybj.j.issn.1001-4411.2016.23.83,黎秋容;邬俏璇;李洋;张洁;,,中国妇幼保健,妇女;高危型;乳头瘤病毒感染;,R173,2016,31,23
gwyx-hlxfc201401129,4,"ISTIC,PKU",STF卡评价多酶清洗剂使用时效和清洗效果研究,10.3760/cma.j.issn.1673-4351.2014.01.129,姚艳君;王秀梅;朱社宁;彭楚嫒;,,国际护理学杂志,STF清洗检测卡;多酶清洗剂;清洗效果;,R472,2014,33,1
xdhl201524004,3,"ISTIC,PKU",早产儿住院期间经历致痛性操作的现状调查,10.3760/cma.j.issn.1674-2907.2015.24.003,陈丽莲;熊小云;余霞娟;袁瑞琴;黄颖穗;曹爱芬;,,中华现代护理杂志,住院;早产儿;致痛性操作;疼痛管理;,,2015,,24
zwyxyj201411009,2,"ISTIC,PKU",脑瘫高危儿早期康复治疗临床观察,,高俊山;,,中外医学研究,脑瘫高危儿;早期康复;临床观察;,R742,2014,,11
zwkjzlml-yyws201405040,2,"ISTIC,PKU",三维多功能外固定支架治疗四肢长骨创伤效果观察,,熊荣华;,,中国现代医生,四肢长骨骨折;骨折固定术;外固定架;闭合复位;,R473.6,2014,52,5
zgfybj201512049,1,"ISTIC,PKU",GnRHa治疗对ICPP患儿子宫和卵巢超声变化的影响,10.7620/zgfybj.j.issn.1001-4411.2015.12.49,李明珠;董国庆;蒋绍艳;张忠菊;黄秒;陈昱;李坚旭;,,中国妇幼保健,促性腺激素释放激素类似物;特发性中枢性性早熟;治疗;子宫;卵巢;超声;,R179,2015,30,12
