唯一标志,被引用次数,期刊等级,题名,doi,作者,作者单位,期刊,关键字,分类号,年,卷,期
syxnfxgbzz201511025,3,"ISTIC,PKU",不同压力水平无创正压通气治疗慢性阻塞性肺疾病急性加重期伴Ⅱ型呼吸衰竭的临床效果及其对血气指标的影响,10.3969/j.issn.1008-5971.2015.11.023,陈阳[1];陈昌荣[2];韩逸枫[3];,"[1]215300,江苏省昆山市花桥人民医院;[2]深圳市宝安区福永人民医院;[3]上海市闵行区江川社区卫生服务中心;",实用心脑肺血管病杂志,"肺疾病,慢性阻塞性;呼吸功能不全;无创正压通气;血气分析;",R563.9,2015,,11
syyfyx201512041,0,"ISTIC,PKU",工作场所空气中氨的离子色谱测定方法,10.3969/j.issn.1006-3110.2015.012.041,李红华;尹江伟;吴礼康;朱志良;钟伟燕;,,实用预防医学,离子色谱法;氨气;空气;,R135,2015,22,12
syyfyx201406021,2,"ISTIC,PKU",深圳市小微企业个人防护用品使用情况调查,10.3969/j.issn.1006-3110.2014.06.021,张群芳[1];郭国强[1];林祥吉[1];朱志良[2];,"[1]深圳市西乡预防保健所,广东深圳,518102;[2]深圳市宝安区疾病预防控制中心;",实用预防医学,小微企业;个人防护用品;使用情况;,R135,2014,21,6
sygkzz201507033,2,"ISTIC,PKU",关节镜下 Endobutton 固定治疗急性后交叉韧带胫骨止点撕脱性骨折,,卢启贵;黄东红;李政;沈云龙;郑英慧;陆文杰;李长树;,,实用骨科杂志,后交叉韧带;胫骨;骨折固定术;关节镜;,R683.42,2015,,7
zgyy201420002,3,"ISTIC,PKU",医院药房托管可行性分析与值得关注的问题,,贺延新;刘素玲;,,中国药业,医药卫生体制改革;药房托管;可行性;,R197  R952,2014,,20
zgetbjzz201606033,1,"ISTIC,PKU",深圳市宝安区3～17岁儿童行为问题筛查情况分析,10.11852/zgetbjzz2016-24-06-33,韩煊[1];王春丽[2];詹轶[3];洪琦[1];,"[1]深圳市宝安区妇幼保健院,广东深圳,518133;[2]深圳市宝安区松岗预防保健所,广东深圳,518104;[3]深圳市宝安区博士联谊会,广东深圳,518100;",中国儿童保健杂志,多动症;行为问题;预防;,R179,2016,24,6
syyfyx201510044,0,"ISTIC,PKU",关于非甲烷总烃作为职业病危害因素检测与评价的讨论,10.3969/j.issn.1006-3110.2015.010.044,朱志良;,,实用预防医学,@@;,R135,2015,22,10
tlsjyyj201611079,2,"ISTIC,PKU",社区护理干预对老年人生活方式和生活质量的影响,10.3969/j.issn.1672-9676.2016.11.072,章丽芳;林春谷;,,护理实践与研究,社区护理干预;老年人;生活方式;生活质量;,,2016,13,11
hxkqyxzz201403019,0,"ISTIC,PKU",量子点荧光探针检测人舌鳞状细胞癌荷瘤裸鼠模型早期下颌下淋巴结转移的研究,10.7518/hxkq.2014.03.015,李艳芬[1];陈坤[2];,"[1]广东省深圳市宝安区妇幼保健院口腔科,深圳,518023;[2]广东医学院附属医院口腔科,湛江,524023;",华西口腔医学杂志,舌鳞状细胞癌;量子点;下颌下淋巴结;微转移;细胞角蛋白;,R782.2,2014,,3
syyfyx201509044,0,"ISTIC,PKU",职业性苯中毒诊断工作中相关白细胞判定标准问题探讨,10.3969/j.issn.1006-3110.2015.09.044,朱志良;,,实用预防医学,@@;,R135,2015,22,9
xdyfyx201605044,0,"ISTIC,PKU",宝安区流动人口艾滋病知晓率及安全套使用情况分析,,孙群露[1];丁庆山[1];涂玉山[1];潘海珊[1];李意球[2];陈晓燕[1];方芳[3];,"[1]深圳市宝安区疾病预防控制中心,广东深圳,518101;[2]南方医科大学,广东广州,510515;[3]中山大学公共卫生学院,广东广州,510120;",现代预防医学,艾滋病;流动人口;知晓率;安全套;,R512.91,2016,43,5
zyzg201505007,2,"ISTIC,PKU",关节镜下 Endobutton 钢板内固定治疗肩锁关节脱位,,卢启贵;李长树;黄东红;李政;沈云龙;郑英慧;陆文杰;,,中医正骨,"肩锁关节;脱位;关节镜检查;外科手术,微创性;Endobutton钢板;",,2015,,5
yiyqy201521045,1,"ISTIC,PKU",结肠癌患者血清中肿瘤标志物YKL-40、TSGF含量检测及其临床价值评估,10.3969/j.issn.2095-1752.2015.21.045,李玉莲[1];佘吉佳[2];,[1]深圳流花医院 广东 深圳 518002;[2]深圳市第二人民医院 广东 深圳 518000;,医药前沿,结肠癌;肿瘤标志物;复发;YKL-40;TSGF;,R730,2015,,21
syyfyx201508029,0,"ISTIC,PKU",深圳市某鼠标和键盘生产线建设项目职业病危害控制效果评价分析,10.3969/j.issn.1006-3110.2015.08.029,边寰锋[1];邱星元[1];余新天[1];林伟涛[1];吴长龙[1];谭成龙[1];邱奕冰[1];朱志良[2];,"[1]深圳市宝安区沙井预防保健所,广东深圳,518104;[2]深圳市宝安区疾病预防控制中心;",实用预防医学,鼠标键盘;建设项目;职业病危害;控制效果评价;,R135,2015,22,8
zgzyjz201609036,0,"ISTIC,PKU",当归活血合剂联合四黄液治疗急性痛风疗效观察,10.3969/j.issn.1004-745X.2016.09.036,欧传双[1];翟明玉[1];余翔[2];,"[1]深圳平乐骨伤科医院,广东深圳,518010;[2]广州中医药大学第一临床医学院,广东广州,510405;",中国中医急症,急性痛风;当归活血合剂;四黄液;,R589.7,2016,25,9
syyfyx201507043,0,"ISTIC,PKU",浅述职业病危害因素检测中的样品代表性,10.3969/j.issn.1006-3110.2015.07.043,朱志良;,,实用预防医学,@@;,R135,2015,22,7
hainanyx201418015,4,,组织多普勒Tei指数评价肥胖性心肌病左、右心功能的价值,10.3969/j.issn.1003-6350.2014.18.1057,杨晓丽;赵亚丽;郭娇贤;,,海南医学,组织多普勒;Tei指数;肥胖;心功能;,R542.2,2014,,18
zhebyhk201403019,0,"ISTIC,PKU",蝶骨多发性脓囊肿一例,10.3760/cma.j.issn.1673-0860.2014.03.019,年婉青[1];王恒[2];高起学[2];刘争[2];,"[1]518000,广东省深圳市宝安区妇幼保健院耳鼻咽喉头颈外科;[2]华中科技大学同济医学院附属同济医院耳鼻咽喉头颈外科;",中华耳鼻咽喉头颈外科杂志,,,2014,49,3
sjzxyjhzz201501019,2,"ISTIC,PKU",两种不同术式治疗高龄不稳定股骨粗隆间骨折的对比分析,10.13935/j.cnki.sjzx.150101,孙勇;张卫红;,,世界中西医结合杂志,股骨粗隆间骨折;内固定;人工关节置换;,R683.42,2015,10,1
tlsjyyj201601038,2,"ISTIC,PKU",标准化护理方案在手术室管理中的应用,10.3969/j.issn.1672-9676.2016.01.038,傅玉萍;谢雪莲;谭静;,,护理实践与研究,手术室;标准化护理方案;三维质量;干预效果;,,2016,13,1
xdyfyx201507009,1,"ISTIC,PKU",深圳市宝安区4例人感染H7N9禽流感病例的流行病学分析,,陈兵;马智超;余光清;,,现代预防医学,人感染H7N9禽流感;流行病学;调查;危险因素;,R184,2015,42,7
zgsyyy201417106,2,"ISTIC,PKU",罗哌卡因局麻在脊柱后路手术中应用的性价比分析,,邹昌骝[1];林明霞[2];邓超[1];敬勇君[1];,"[1]518000,广东省深圳市罗湖区平乐骨伤科医院麻醉科;[2]广东省深圳市罗湖区春风路深圳流花医院麻醉科;",中国实用医药,罗哌卡因;局麻;脊柱后路手术;性价比;,,2014,,17
gdyxyxb201501030,1,"ISTIC,PKU",动态心电图对急性脑卒中患者心脏自主神经功能评价的临床意义,10.3969/j.issn.1005-4057.2015.01.030,杨法[1];苏明兰[2];李小珠[1];张斌[1];,"[1]广东省湛江中心人民医院心电图室,广东湛江,524037;[2]广东省深圳流花医院,广东深圳,518002;",广东医学院学报,急性脑卒中;动态心电图;心脏自主神经功能;心率变异性;,R743.3,2015,33,1
xdzdyzl201521031,0,"ISTIC,PKU",康复新液配合微波治疗用于产后会阴伤口的临床疗效观察,,贺利红;杨采莲;盛瑞兰;,,现代诊断与治疗,康复新液;微波治疗;产后会阴伤口;疗效;,R714.46,2015,26,21
gwyx-shyx201403001,4,"ISTIC,PKU",我国实施家庭医生制度支撑条件研究,10.3969/j.issn.1673-5625.2014.03.001,邱创良[1];邓剑[2];甘勇[2];石欧敏[2];王洪锐[1];夏挺松[3];卢祖洵[2];,[1]深圳市宝安区福永人民医院，广东 深圳，518103;[2]华中科技大学同济医学院公共卫生学院，湖北 武汉，430030;[3]深圳市宝安区卫生局，广东 深圳，518101;,中国社会医学杂志,家庭医生;家庭医生制度;支撑条件;,R197.1,2014,,3
zgjkjy201407024,1,"ISTIC,PKU",深圳市宝安区企业工人对正己烷职业危害防护的认知状况调查,,鲜敏[1];张群芳[2];,"[1]深圳市宝安区疾病预防控制中心,广东深圳,518101;[2]深圳市宝安区西乡卫生监督所(预防保健所),广东深圳,518101;",中国健康教育,工人;正己烷;认知;调查;,R193  R135,2014,30,7
zgspwszz201602011,0,"ISTIC,PKU",超高效液相色谱-四极杆串联线性离子阱质谱法测定乳制品中8种青霉素类药物及其主要代谢产物,10.13590/j.cjfh.2016.02.011,刘红河[1];廖仕成[1];康莉[1];毛丽莎[1];肖惠贞[2];尹江伟[2];,"[1]深圳市疾病预防控制中心,广东深圳,518055;[2]深圳市宝安区疾病预防控制中心,广东深圳,518101;",中国食品卫生杂志,青霉素类药物;青霉噻唑酸;四极杆-串联线性离子阱质谱;乳制品;兽药残留;,R155,2016,28,2
yxzs201515080,1,"ISTIC,PKU",普通椎弓根螺钉联合万向钉经伤锥内固定治疗胸腰椎爆裂性骨折效果分析,10.3969/j.issn.1006-2084.2015.15.071,刘欣;李全修;吕海波;,,医学综述,胸腰椎骨折;椎弓根;经伤椎内固定;,R687.3,2015,,15
zgyydk201405009,4,"ISTIC,PKU",低温等离子射频消融在阻塞性睡眠呼吸暂停低通气综合征治疗中的临床应用价值,,严共刚;李媛媛;韩正理;,,中国医药导刊,低温等离子;悬雍垂腭咽成形术;阻塞性睡眠呼吸暂停;低通气综合征;,R766,2014,,5
bqnjyxyxb201406003,1,"ISTIC,PKU",急性脑卒中患者动态心电图改变分析,10.3969/j.issn.1672-2876.2014.06.003,杨法[1];苏明兰[2];李小珠[1];张斌[1];,"[1]524037,广东省湛江中心人民医院心电图室;[2]518002,广东省深圳流花医院妇产科;",白求恩医学杂志,急性脑卒中;24 h 动态心电图;心律失常;,R743,2014,,6
hainanyxyxb201624027,0,"ISTIC,PKU",BIS监测下小剂量咪达唑仑联合丙泊酚靶控输注的麻醉诱导效果及RAAS系统活性,10.13210/j.cnki.jhmu.20160831.028,卢文珊[1];王从辉[2];谢婵英[1];吕波[1];吴世民[1];,"[1]广东省深圳市宝安区福永人民医院,广东深圳,518103;[2]广东省深圳市龙岗区第三人民医院,广东深圳,518115;",海南医学院学报,咪达唑仑;丙泊酚;肾素;血管紧张素-Ⅱ;醛固酮;,R614,2016,22,24
zgncwssygl201602027,0,"ISTIC,PKU",深圳市宝安区发热门诊设置及运行现状,,陈兵;马智超;刘昊;饶东平;熊田甜;,,中国农村卫生事业管理,发热门诊;设置;运行;调查;,R181.8,2016,36,2
syyfyx201411044,0,"ISTIC,PKU",浅议人类工效学在改善企业员工职业性紧张中的应用,10.3969/j.issn.1006-3110.2014.011.044,杨建平[1];吴礼康[1];朱志良[1];吴志强[1];田亚锋[1];饶展宏[1];徐新云[2];庄志雄[2];袁建辉[2];,"[1]深圳市宝安区疾病预防控制中心,广东深圳,518101;[2]深圳市疾病预防控制中心;",实用预防医学,人类工效学;职业性紧张;企业员工;,R395.6,2014,21,11
sjzxyjhzz201511043,0,"ISTIC,PKU",三七散联合石膏外固定治疗石骨症并胫骨干骨折1例,10.13935/j.cnki.sjzx.151138,樊培新;高彦平;王国林;王瑞红;王勇;,,世界中西医结合杂志,石骨症;胫骨骨折;外固定;三七散;,R681.8,2015,,11
zjlcyx201609056,0,"ISTIC,PKU",妊娠期糖尿病患者血清钙卫蛋白NO浓度水平的临床分析,,龙娟;朱宇;刘金兰;,,浙江临床医学,妊娠期糖尿病;钙卫蛋白;NO浓度;,,2016,18,9
lcgkzz201402064,2,"ISTIC,PKU",关节镜下射频松解治疗臀肌挛缩症,10.3969/j.issn.1008-0287.2014.02.061,卢启贵;王平;黄东红;孙克民;李政;郑英慧;沈云龙;,,临床骨科杂志,臀肌挛缩;关节镜检查;射频松解术;,R685.1  R687.4  R687.2,2014,,2
sxyxjy201506027,1,"ISTIC,PKU",荧光探针PCR与膜芯片技术在女性生殖道HPV分型的对比研究,10.3969/j.issn.1671-7414.2015.06.027,刘小君[1];向华国[2];曾锦婷[2];李红春[3];,"[1]深圳市光明新区人民医院,广东深圳,518106;[2]深圳市宝安区福永人民医院,广东深圳,518103;[3]达州市中心医院,四川达州,635000;",现代检验医学杂志,人乳头状瘤病毒;荧光探针PCR;基因分型;,R373  Q503,2015,30,6
hainanyx2015040053,2,"ISTIC,PKU",外来务工者产后抑郁的社区护理干预研究,10.3969/j.issn.1003-6350.2015.04.0221,王会容[1];张泉水[2];黄春选[1];潘俊[1];刘春瑞[1];曾碧珍[1];,"[1]深圳市宝安区福永人民医院社康科,广东 深圳,518108;[2]深圳市宝安区慢病院精神卫生科,广东 深圳,518100;",海南医学,社区护理;干预;外来务工人员;产后抑郁;影响;,R473.71,2015,,4
syyfyx201406009,0,"ISTIC,PKU","2,5-己二酮对SK-N-SH细胞中神经生长因子表达水平的研究",10.3969/j.issn.1006-3110.2014.06.009,余新天[1];杨建平[2];朱志良[2];张素丽[1];邱星元[1];边寰锋[1];黄海燕[3];,"[1]深圳市宝安区沙井预防保健所,广东深圳,518104;[2]深圳市宝安区疾病预防控制中心;[3]深圳市疾病预防控制中心;",实用预防医学,"正己烷;2,5-己二酮;神经生长因子;",R135.1,2014,21,6
sxhlzz201430010,1,"ISTIC,PKU",医护人员对预防呼吸机相关性肺炎知识现状调查1）,10.3969/j.issn.10096493.2014.30.009,张会凡[1];刘莹[1];杨琼[1];陈瀚熙[2];蓝惠兰[2];,[1]深圳平乐骨伤科医院;[2]广东省人民医院 广东省医学科学院;,护理研究,呼吸机相关性肺炎;医护人员;知晓率;系统培训;,R47,2014,,30
zgzyyx201506026,1,"ISTIC,PKU",某液晶显示面板生产项目铟职业病危害调查,10.11763/j.issn.2095-2619.2015.06.026,饶展宏;彭巨成;冯晶;徐小作;吴礼康;,,中国职业医学,液晶显示面板;氧化铟锡;维护人员;职业病危害;,R135.1,2015,,6
lcgkzz201405027,1,"ISTIC,PKU",低龄儿童2年以内陈旧性孟氏骨折的手术治疗,10.3969/j.issn.1008-0287.2014.05.27,郑志刚;马长生;杨泽晋;苏驰;,,临床骨科杂志,陈旧性孟氏骨折;低龄儿童;克氏针;内固定;,R683.41  R687.3,2014,,5
scyxzz201417095,0,"ISTIC,PKU",AQP2和AQP8在子宫内膜异位症患者异位内膜组织中的表达研究,10.13214/j.cnki.cjotadm.2014.17.093,苏明兰[1];杨法[2];,"[1]广东省深圳流花医院,广东深圳,518002;[2]广东省湛江中心人民医院;",中国伤残医学,水通道蛋白;子宫内膜异位症;异位内膜组织;,R711.71,2014,,17
hbyx201606004,0,"ISTIC,PKU",三维断层成像联合VCI对阴道前壁脱垂网片置入术后评估,10.3969/j.issn.1006-6233.2016.06.004,刘雪梅[1];王秀梅[1];欧雪峰[1];张伟[1];万海霞[1];苏园园[2];,"[1]广东省深圳市宝安区福永人民医院超声科,广东 深圳,518103;[2]广东省中山市人民医院妇产科,广东 中山,528463;",河北医学,三维断层成像;VCI;阴道前壁脱垂;网片;,,2016,22,6
zhcsgkzz201404021,3,"ISTIC,PKU",闭合或有限切开复位交锁髓内钉治疗肱骨外科颈骨折,10.3760/cma.j.issn.1671-7600.2014.04.021,于志勇;白龙;叶军;陈科明;刘大洲;林龙波;,,中华创伤骨科杂志,"肩骨折;骨折固定术,髓内;外科手术,微创性;",,2014,16,4
zwkjzlml-yyws201420036,17,"ISTIC,PKU",助产士一对一全程陪伴对分娩质量的影响,,彭小男;马凤兰;吴贤珊;钟良慧;陈兰;,,中国现代医生,助产士;一对一;分娩;满意度;,R473.71,2014,,20
gyzyxyxb201503009,0,"ISTIC,PKU",舒郁合剂对肝郁脾虚型抑郁症患者血清五羟色胺影响的研究,10.3969/j.issn.1002-1108.2015.03.009,郭金洋[1];刘瑶[2];,"[1]深圳平乐骨伤科医院,广东深圳,518122;[2]贵阳中医学院第一附属医院,贵州贵阳,550003;",贵阳中医学院学报,抑郁症;舒郁合剂;肝郁脾虚;五羟色胺(5-HT);,R277.7,2015,37,3
zgfybj201623048,0,"ISTIC,PKU",多重耐药肺炎链球菌肺炎的危险因素及细菌耐药性分析,10.7620/zgfybj.j.issn.1001-4411.2016.23.48,王娴[1];甄冰红[1];罗晓琴[1];刘纯义[2];,"[1]深圳市宝安区中心医院儿科,广东深圳,518102;[2]深圳市宝安区妇幼保健院儿科,广东深圳,518101;",中国妇幼保健,多重耐药;肺炎链球菌;肺炎;危险因素;,R378.1,2016,31,23
gwyx-shyx201406011,2,"ISTIC,PKU",深圳市福永街道居民社区卫生服务满意度调查,10.3969/j.issn.1673-5625.2014.06.011,马灿泽[1];石欧敏[2];邓剑[2];甘勇[2];孙玉立[1];夏挺松[3];卢祖洵[2];,"[1]深圳市宝安区福永人民医院,广东深圳,518103;[2]华中科技大学同济医学院公共卫生学院,湖北武汉,430030;[3]深圳市宝安区卫生局,广东深圳,518101;",中国社会医学杂志,社区卫生服务;满意度;社区居民;,R197,2014,31,6
zylcyj201409044,11,"ISTIC,PKU",中西医结合优质护理在脊柱骨折合并脊髓损伤内固定术的应用,10.3969/j.issn.1674-7860.2014.09.045,张芳[1];赵祯[2];马梦晖[1];郑晓静[1];,[1]广东省深圳平乐骨伤科医院，广东 深圳，518010;[2]河南省郑州市骨科医院，河南 郑州，450052;,中医临床研究,脊柱骨折;脊髓损伤;内固定术;护理;,R473.6,2014,,9
zgyyzn201432001,0,"ISTIC,PKU",急性脑出血与心电图改变的关系研究,,杨法[1];苏明兰[2];李小珠[1];张斌[1];,"[1]湛江中心人民医院心电图室,广东 湛江,524037;[2]深圳流花医院,广东 深圳,518002;",中国医药指南,急性脑出血;心电图;变化关系;,R743.34,2014,,32
qqhryxyxb201528035,1,"ISTIC,PKU",甘露醇对颅脑外伤患者的降颅内压效果与血浆渗透压的关系,,彭慧茹;曹枫;王美霞;,,齐齐哈尔医学院学报,甘露醇;血浆渗透压;颅内压;,,2015,,28
gyyxyxb201405042,2,"ISTIC,PKU",全髋关节置换术治疗中老年股骨颈骨折疗效观察,10.3969/j.issn.1000-2707.2014.05.042,古子文;,,贵阳医学院学报,中年人;老年人;股骨颈骨折;全髋关节置换术;骨折内固定术;手术后并发症;,R683.42,2014,39,5
zwkjzlml-yyws201416035,12,"ISTIC,PKU",优质护理理念在上消化道出血急救患者中的应用效果评价,,陈雪兰;李潇;吴杰清;谢艳华;,,中国现代医生,优质护理理念;上消化道出血;急救;护理;,R473.5,2014,52,16
yxzs201512056,1,"ISTIC,PKU",脾氨肽治疗和预防儿童反复呼吸道感染发作的疗效及对T淋巴细胞亚群的影响,10.3969/j.issn.1006-2084.2015.12.055,谭头娇;刘国英;廖继尧;曾国庆;甘璐;卢水兰;,,医学综述,反复呼吸道感染;儿童;脾氨肽;T 淋巴细胞亚群;,R725.6,2015,,12
zyzg201406002,1,,颈椎病治疗方式的合理选择,,翟明玉;,,中医正骨,颈椎病;治疗;述评;,,2014,26,6
zyzg201406002,1,,颈椎病治疗方式的合理选择,,翟明玉;,,中医正骨,颈椎病;治疗;述评;,,2014,26,6
zgyxwz-jlxfc201603011,0,,BackSmart 系统应用于护理人员职业相关性腰背痛的效果,10.3969/j.issn.1674-3768.2016.03.009,温映霞;赖文娟;付芳;,,中国临床护理,护理人员;腰痛;背痛;BackSmart 系统;,,2016,8,3
zgfybj201610080,0,"ISTIC,PKU",人体微生物和产科并发症关系研究新进展,10.7620/zgfybj.j.issn.1001-4411.2016.10.80,李会琴;于燕;范静;任利容;,,中国妇幼保健,人体微生物;产科并发症;关系;,R714,2016,31,10
jzgc201420165,2,"ISTIC,PKU",居家养老模式下的社区护理,,章丽芳;,,价值工程,社区护理;老年护理;老龄化;,R473.2,2014,,20
sxyxjy201506029,0,"ISTIC,PKU",健康成人血浆D-二聚体免疫比浊法正常参考区间的建立,10.3969/j.issn.1671-7414.2015.06.029,刘晓鸽[1];姚伟[2];房笃智[3];,"[1]深圳市宝安区福永人民医院检验科,广东深圳,518103;[2]深圳市宝安区松岗人民医院检验科,广东深圳,518100;[3]深圳市宝安区人民医院检验科,广东深圳,518001;",现代检验医学杂志,健康成人;血浆D-二聚体;免疫比浊法;参考区间;,R446.112,2015,30,6
sxhlzz201419019,2,"ISTIC,PKU",ICU护士心理资本对职业紧张的影响,10.3969/j.issn.10096493.2014.19.018,李丽芳[1];陈银娟[2];郑雯[3];杨海燕[1];,"[1]湖南省永州市中心医院,425000;[2]深圳市宝安区福永人民医院,518103;[3]长沙市职业卫生学校,410100;",护理研究,ICU;护士;心理资本;职业紧张;,R471,2014,,19
lccsyxzz201503006,1,"ISTIC,PKU",慢性肾脏病患者不同分期左心功能的超声评价,,杨晓丽;赵亚丽;郭娇贤;,,临床超声医学杂志,"超声心动描记术;组织多普勒;Tei指数;慢性肾脏病;心功能,左;",R540.45,2015,17,3
zgzyykj2014z1402,0,"ISTIC,PKU",一例配血不合引发的思考,,张利霞;,,中国中医药科技,红细胞;不规则抗体;体检;,,2014,,z1
zhyygrxzz201408019,3,"ISTIC,PKU",育龄期慢性前列腺炎患者精液病原体分布与耐药分析,10.11816/cn.ni.2014-130145,刘浩;耿春惠;黄永祥;张丽燕;陈爱群;,,中华医院感染学杂志,慢性前列腺炎;育龄期;病原体;精液;耐药性;,R378,2014,,8
xdhl201413023,2,"ISTIC,PKU",颈椎前路手术临床护理路径表的应用与评价,10.3760/cma.j.issn.1674-2907.2014.13.020,傅玉萍;谭静;李彩虹;,,中华现代护理杂志,临床路径;颈椎前路手术;护理质量;满意度;,,2014,20,13
jytzz201405014,0,"ISTIC,PKU",腰椎间盘性腰痛患者MRI影像与中医证型的相关性分析,10.3969/j.issn.1005-7234.2014.05.014,甘伟;艾阳平;,,颈腰痛杂志,腰椎间盘性腰痛;磁共振影像;中医证型;相关性;,R274.915,2014,,5
hainanyxyxb201404032,2,"ISTIC,PKU",更年前期女性皮肤老化与血清雌激素的相关性研究,10.13210/j.cnki.jhmu.20140123.080,陈仲[1];欧雪峰[1];马玉荣[2];陈新来[1];丘清[1];,"[1]广东省深圳市宝安区福永人民医院,广东深圳,518103;[2]广东省深圳市龙华新区人民医院,广东深圳,518109;",海南医学院学报,更年前期;雌二醇;超氧化物歧化酶(SOD);丙二醛(MDA);皮肤老化;,R459.1,2014,20,4
zgbjyy-z2014030073,0,"ISTIC,PKU",孕期营养干预对儿童肥胖症发病的影响,,谢芳[1];李鸿敏[1];刘云华[2];朱翠凤[3];周立晓[1];熊桂荣[1];伍彩文[2];刘小英[1];邹超英[1];,[1]深圳市罗湖区计划生育服务中心医疗部 518002;[2]深圳流花医院妇产科 518003;[3]北京大学深圳医院营养科 518000;,中国保健营养（中旬刊）,肥胖症;孕妇;孕期营养干预;儿童肥胖症;,R714.2,2014,24,3
zgmzmjyyzz201510078,1,"ISTIC,PKU",家庭医生责任制管理对社区精神病87例的影响,,张永生;宋德宽;林春松;,,中国民族民间医药,家庭医生责任制管理;精神疾病;社区;,R749,2015,,10
xdlchl201403028,2,"ISTIC,PKU",伦理气氛及相关实证的研究进展,10.3969/j.issn.1671-8283.2014.03.24,邹艳贤;陈银娟;刘姗姗;毛秀玉;,,现代临床护理,伦理气氛;实证研究;护理;,R471,2014,,3
zgfybj201522015,1,"ISTIC,PKU",儿童支气管哮喘患者情绪障碍及其自我意识特征分析,10.7620/zgfybj.j.issn.1001-4411.2015.22.15,钟文明;刘晓娟;吴智娟;,,中国妇幼保健,支气管哮喘;儿童;情绪障碍;自我意识;焦虑;抑郁;,R725.6,2015,30,22
hainanyx201423029,1,"ISTIC,PKU",锌缺乏与儿童口周皮炎的相关性研究,10.3969/j.issn.1003-6350.2014.23.1373,谭头娇[1];付敏[2];李水荣[2];陈丽丽[2];周玲[2];,"[1]深圳市宝安区福永人民医院儿科,广东 深圳,518103;[2]广州医科大学附属深圳沙井医院皮肤科,广东 深圳,518104;",海南医学,儿童;锌缺乏;口周皮炎;,R725.9,2014,,23
sxlcyy201601004,0,"ISTIC,PKU",经乳突-面隐窝入路人工耳蜗植入手术的三维影像解剖学研究,,李娟娟;柴福;韩晓东;王鹏;曾宪海;赵海亮;杨婷君;,,临床医药实践,中耳;后鼓室;面隐窝;应用解剖学;,R764.35,2016,25,1
qqhryxyxb201535009,0,"ISTIC,PKU",不同浓度高渗盐水对颅脑创伤后受体相互作用蛋白激酶－1表达影响的实验研究,,郑伟;黄向辉;李建军;孙大勇;,,齐齐哈尔医学院学报,颅脑创伤;不同浓度高渗盐水;受体相互作用蛋白激酶1;,,2015,,35
btyxyxb201510056,0,"ISTIC,PKU",舒适护理对面部激素依赖性皮炎患者生活质量的影响,,郭节芳;李健清;莫令君;许向前;张弘;,,包头医学院学报,激素依赖性皮炎;舒适护理;生活质量;,,2015,31,10
tlsjyyj201604036,4,"ISTIC,PKU",新生儿ICU院内感染因素与护理,10.3969/j.issn.1672-9676.2016.04.036,黄海燕;朱春菊;钟小丹;邱伟珍;赖云春;,,护理实践与研究,新生儿重症监护室;院内感染;护理;,,2016,13,4
gwyx-hlxfc201407070,0,"ISTIC,PKU",标准化护理在经皮椎体成形术围手术期的应用,10.3760/cma.j.issn.1673-4351.2014.07.070,马梦晖;郑晓静;,,国际护理学杂志,经皮椎体后凸成形术;椎体压缩性骨折;标准化护理;,R473.6,2014,,7
zgfybj201603089,0,"ISTIC,PKU","中国汉族人群5,10-亚甲基四氢叶酸还原酶基因多态性与非综合征性唇腭裂关系的Meta分析",10.7620/zgfybj.j.issn.1001-4411.2016.03.89,王维;罗雅丽;程郁离;,,中国妇幼保健,"5,10-亚甲基四氢叶酸还原酶;非综合征性唇腭裂;多态性;Meta分析;",R715,2016,31,3
hnsysjjbzz201501001,1,"ISTIC,PKU",颅脑创伤后癫痫发病特点及预防策略的临床研究,10.3969/j.issn.1673-5110.2015.01.001,孔文龙;石小峰;纠智松;龙芝灵;贾军;黄忠群;陈国昌;,,中国实用神经疾病杂志,颅脑创伤后癫痫;临床特点;预防策略;,R742.1,2015,,1
zgsqys201407089,11,"ISTIC,PKU",社区个体化护理干预在糖尿病护理中的影响分析,10.3969/j.issn.1007-614x.2014.7.89,李潇;陈雪兰;吴杰清;谢艳华;,,中国社区医师,糖尿病;社区个体化护理;护理干预;影响;生活质量;,,2014,30,7
qlhlzz201411041,1,"ISTIC,PKU",社区个体化护理干预对糖尿病患者的影响,10.3969/j.issn.1006-7256.2014.11.041,陈雪兰;李潇;吴杰清;谢艳华;王燕华;王少彬;,,齐鲁护理杂志,社区;个体化护理干预;糖尿病;,R473.5,2014,,11
sxyyzz201503049,0,"ISTIC,PKU",全科融合慢性病为一体管理模式构建的研究,,高裕[1];罗洁[2];郭惠环[3];,"[1]518102,深圳市宝安区西乡人民医院铁岗社区健康服务中心;[2]深圳市坪山新区人民医院坪环社区健康服务中心;[3]深圳市宝安区福永人民医院塘尾社区健康服务中心;",山西医药杂志,@@;,,2015,44,3
zgzyykj2014z1109,5,"ISTIC,PKU",布地奈德雾化吸入联合中药方治疗儿童哮喘疗效分析,,刘晓娟;罗光亮;,,中国中医药科技,支气管哮喘;儿童;雾化吸入;定喘汤;穴位疗法;疗效;,,2014,,z1
